"","FID","admin_region","admin_district","municipality","year","month","hour","day_week","category","kind_accident","type_accident","accident_car","accident_passenger","accident_motor","accident_goodsroad","accident_other","LINREFX","LINREFY","XGCSWGS84","YGCSWGS84","road_surface_condition","day"
"9706",NA,3,8,320,2020,5,20,6,2,0,1,0,0,0,0,NA,559954.3612,5940982.4993,9.90629453900004,53.614217975,NA,15
"9707",NA,5,18,526,2020,5,10,3,3,5,3,1,0,0,0,NA,577138.1462,5943330.2969,10.1665808000001,53.633068242,NA,12
"9708",NA,2,3,210,2020,5,18,4,3,1,5,1,0,0,0,NA,562745.0315,5934754.4113,9.94722077700004,53.557917376,NA,20
"9709",NA,4,5,409,2020,5,13,1,3,3,6,1,0,0,0,NA,567141.1004,5939255.1294,10.014542336,53.597822088,NA,10
"9710",NA,6,2,602,2020,5,14,3,3,3,6,1,0,0,0,NA,580444.3043,5927339.1491,10.2124519660001,53.4888652290001,NA,5
"9711",NA,4,9,424,2020,5,16,1,3,5,2,1,0,0,0,NA,570103.5359,5936870.9244,10.058762573,53.5760073800001,NA,17
"9712",NA,2,5,216,2020,4,6,6,3,3,2,1,0,0,0,NA,559830.5315,5935907.4059,9.90344942400003,53.5686201680001,NA,24
"9713",NA,2,11,223,2020,5,13,3,3,0,7,0,0,0,0,NA,553541.2877,5935286.9801,9.80838561600007,53.5637234590001,NA,5
"9714",NA,1,20,141,2020,5,13,5,3,5,3,1,0,0,0,NA,558782.337,5931133.3342,9.88672630100007,53.5258315730001,NA,14
"9715",NA,4,1,401,2020,5,15,3,3,6,4,0,1,0,0,NA,565075.9806,5937690.8506,9.98301590700004,53.584024055,NA,5
"9716",NA,1,3,108,2020,5,16,6,3,1,5,1,0,0,0,NA,565729.7784,5934584.3153,9.99223652700005,53.5560234110001,NA,8
"9717",NA,5,18,526,2020,5,7,3,3,0,7,0,0,0,0,NA,576197.29,5939600.534,10.1514426480001,53.5996878620001,NA,19
"9718",NA,1,5,114,2020,5,20,7,3,2,6,0,0,0,0,NA,566791.0406,5934400.342,10.008215002,53.5542360490001,NA,9
"9719",NA,2,4,212,2020,5,9,3,3,5,3,1,0,0,0,NA,560800.2019,5933681.6624,9.91765652700008,53.54850499,NA,5
"9720",NA,6,1,601,2020,5,10,2,3,4,2,1,0,0,0,NA,579159.9635,5928893.1008,10.193491222,53.5030249390001,NA,4
"9721",NA,6,2,603,2020,5,16,2,3,4,6,0,0,0,0,NA,580122.8507,5926350.6626,10.207355928,53.4800310430001,NA,4
"9722",NA,4,8,422,2020,5,20,1,3,5,3,1,0,0,0,NA,569143.1641,5936570.4375,10.044194352,53.573434353,NA,17
"9723",NA,6,2,602,2020,5,17,2,3,0,7,0,0,0,0,NA,580657.0016,5927060.4411,10.2155853140001,53.4863280160001,NA,4
"9724",NA,1,13,131,2020,5,14,5,3,5,3,0,0,0,0,NA,573586.9803,5931387.3023,10.1100713010001,53.5262494930001,NA,7
"9725",NA,7,16,717,2020,4,16,5,3,2,6,0,0,0,0,NA,552960.3959,5930308.4677,9.79877324900002,53.519036858,NA,23
"9726",NA,1,8,122,2020,5,17,2,3,5,5,1,0,0,0,NA,569921.6105,5935259.8217,10.0556548230001,53.561552616,NA,4
"9727",NA,4,5,413,2020,5,18,2,3,5,3,1,0,0,0,NA,566578.0345,5937311.2798,10.0056206560001,53.580424243,NA,4
"9728",NA,4,5,410,2020,5,11,2,2,2,6,1,0,0,0,NA,566492.875,5938222.2997,10.004528721,53.5886225300001,NA,4
"9729",NA,4,5,411,2020,5,16,4,3,0,7,0,0,0,0,NA,568389.4997,5938095.0092,10.0331486740001,53.587234605,NA,20
"9730",NA,5,1,501,2020,5,7,2,2,5,3,1,0,0,0,NA,568675.9247,5935645.4651,10.036936027,53.5651829130001,NA,4
"9731",NA,3,5,317,2020,5,21,5,3,5,3,0,0,0,0,NA,562442.427,5938686.283,9.94343962900007,53.5932905240001,NA,14
"9732",NA,3,9,321,2020,5,13,2,3,5,3,1,0,0,0,NA,561418.9799,5938435.2545,9.92792923000007,53.5911553500001,NA,4
"9733",NA,2,8,220,2020,5,16,3,3,5,3,1,0,0,0,NA,558888.248,5939566.4702,9.88991328200007,53.6016124600001,NA,19
"9734",NA,3,1,310,2020,5,21,2,3,4,2,1,0,0,0,NA,563543.6602,5935532.9806,9.95943363600003,53.5648185520001,NA,4
"9735",NA,1,5,114,2020,5,17,2,3,3,6,0,0,0,0,NA,566947.0425,5934187.2479,10.0105238260001,53.55230106,NA,4
"9736",NA,4,6,415,2020,5,17,4,3,0,7,1,0,0,0,NA,567434.5502,5935987.442,10.0182696530001,53.5684173020001,NA,20
"9737",NA,6,2,602,2020,4,17,5,2,4,2,0,0,1,0,NA,580644.1713,5927399.2464,10.2154790500001,53.489374712,NA,23
"9738",NA,5,10,518,2020,5,18,1,3,3,2,1,0,0,0,NA,573169.4368,5945555.1148,10.1070971350001,53.6536319640001,NA,10
"9739",NA,1,4,111,2020,5,13,4,3,5,3,0,0,0,0,NA,563811.9164,5934769.2771,9.96332739700006,53.557922363,NA,6
"9740",NA,2,6,218,2020,5,10,2,3,0,7,0,0,0,0,NA,557714.432,5935774.4235,9.87147558800007,53.567662017,NA,18
"9741",NA,1,12,130,2020,4,17,5,3,0,7,0,0,0,0,NA,575176.2101,5932305.1498,10.1342603860001,53.5342731220001,NA,23
"9742",NA,4,5,413,2020,5,16,1,2,6,4,0,1,0,0,NA,565945.58,5937692.6857,9.99615000400007,53.5839319140001,NA,3
"9743",NA,7,8,709,2020,5,17,2,3,5,3,1,0,0,0,NA,563629.5536,5921857.2715,9.95795517500005,53.441898999,NA,18
"9744",NA,5,2,505,2020,4,12,5,3,3,2,0,0,0,1,NA,570369.2691,5936689.0884,10.0627341590001,53.574337637,NA,23
"9745",NA,4,5,409,2020,5,7,6,3,0,7,1,0,0,0,NA,568430.9379,5938507.5714,10.0338650620001,53.5909369250001,NA,15
"9746",NA,6,2,603,2020,5,15,3,3,5,3,1,0,0,0,NA,580211.1514,5926606.0189,10.208751423,53.4823124050001,NA,12
"9747",NA,1,4,109,2020,5,14,4,3,5,3,1,0,0,0,NA,564497.5152,5935125.5849,9.97374934400005,53.5610408060001,NA,20
"9748",NA,5,7,515,2020,4,18,5,3,0,7,0,0,0,0,NA,570976.8804,5940525.6896,10.07278174,53.6087351530001,NA,23
"9749",NA,6,2,603,2020,5,11,7,3,5,3,1,0,0,0,NA,580162.2082,5926871.7101,10.208081889,53.4847075480001,NA,2
"9750",NA,5,6,514,2020,5,17,3,3,5,3,1,0,0,0,NA,574917.5324,5943760.2915,10.133108743,53.637254994,NA,5
"9751",NA,5,13,521,2020,5,2,1,3,0,7,0,0,0,0,NA,573500.0648,5948888.6477,10.112887878,53.683543141,NA,17
"9752",NA,5,18,526,2020,5,12,7,3,5,3,1,0,0,0,NA,578153.247,5943054.3287,10.181859559,53.630437672,NA,2
"9753",NA,5,10,518,2020,5,14,7,3,5,7,1,0,0,0,NA,572987.3409,5945138.0541,10.1042445320001,53.6499093740001,NA,2
"9754",NA,4,5,413,2020,5,13,7,3,3,6,0,0,0,0,NA,566667.8925,5937353.1845,10.0069866270001,53.5807894330001,NA,2
"9755",NA,5,1,501,2020,5,16,7,3,4,6,0,0,0,0,NA,569059.5378,5935858.1089,10.0427741500001,53.5670436170001,NA,2
"9756",NA,3,1,309,2020,5,18,1,3,5,3,0,0,1,0,NA,564644.4262,5936182.2759,9.97618564200008,53.570519496,NA,17
"9757",NA,5,7,515,2020,4,7,5,3,4,2,1,0,0,0,NA,570581.6304,5939298.1415,10.066530889,53.597756626,NA,23
"9758",NA,3,9,321,2020,5,16,7,3,3,6,1,0,0,0,NA,561598.7684,5937661.7269,9.93049238500004,53.584182292,NA,2
"9759",NA,5,11,519,2020,5,16,5,2,5,3,1,0,0,0,NA,570393.5557,5946320.5262,10.065277968,53.660891554,NA,14
"9760",NA,5,18,526,2020,5,16,5,2,5,3,1,0,1,0,NA,577698.0541,5941284.719,10.1745359380001,53.6146026590001,NA,7
"9761",NA,5,1,501,2020,5,16,3,3,5,3,1,0,0,0,NA,569107.4828,5935870.1374,10.043500631,53.5671454060001,NA,19
"9762",NA,5,9,517,2020,4,20,5,3,5,3,1,0,0,0,NA,572395.1372,5943410.632,10.0948845720001,53.6344676400001,NA,23
"9763",NA,1,4,109,2020,5,16,7,3,5,3,0,0,1,0,NA,564696.571,5934734.5744,9.97667315700005,53.5575021880001,NA,2
"9764",NA,5,7,515,2020,5,9,3,3,5,3,1,0,0,0,NA,571810.8339,5942728.3955,10.08589203,53.6284169630001,NA,19
"9765",NA,5,18,526,2020,5,19,6,3,4,6,1,0,0,0,NA,577707.966,5942931.721,10.1750968160001,53.6294021310001,NA,8
"9766",NA,6,11,612,2020,5,18,5,2,3,6,0,0,0,0,NA,571677.9235,5928701.8584,10.0806643080001,53.502379137,NA,21
"9767",NA,1,3,108,2020,5,23,6,3,0,7,0,0,0,0,NA,564925.7256,5934504.8961,9.98008426000007,53.5554097130001,NA,1
"9768",NA,3,3,314,2020,5,14,5,3,5,3,1,0,0,0,NA,564866.562,5937285.9133,9.97976884200006,53.580410736,NA,14
"9769",NA,2,11,223,2020,5,14,1,3,5,3,1,0,0,0,NA,551574.4108,5935636.5445,9.77874978400007,53.56706224,NA,10
"9770",NA,1,12,130,2020,4,17,5,3,5,3,1,0,0,0,NA,573432.938,5935500.1072,10.108713586,53.5632324950001,NA,30
"9771",NA,1,11,129,2020,5,12,4,3,1,5,1,0,0,0,NA,570936.8053,5934558.2596,10.070819763,53.5551114370001,NA,6
"9772",NA,1,4,112,2020,5,16,3,3,0,7,1,0,0,0,NA,563857.4879,5933558.757,9.96376800100006,53.54703749,NA,19
"9773",NA,5,11,519,2020,4,14,5,2,0,7,0,0,0,0,NA,572124.3256,5945825.4814,10.091349915,53.6562068430001,NA,23
"9774",NA,4,9,424,2020,5,8,6,3,2,6,1,0,0,0,NA,570078.547,5937766.0571,10.058586217,53.58405529,NA,8
"9775",NA,4,13,432,2020,5,17,6,3,5,3,1,0,0,0,NA,566857.9154,5944962.0497,10.011489614,53.649146864,NA,15
"9776",NA,2,8,220,2020,5,14,1,2,4,2,1,0,0,0,NA,557879.1754,5938256.2659,9.87442305500002,53.5899494430001,NA,10
"9777",NA,6,2,602,2020,5,14,6,3,5,3,1,0,0,0,NA,578284.5397,5928034.9169,10.1800813880001,53.4954436720001,NA,15
"9778",NA,4,8,421,2020,5,17,4,2,4,6,0,0,0,0,NA,568470.34,5937282.6494,10.034191451,53.5799233120001,NA,13
"9779",NA,5,17,525,2020,4,10,5,3,4,6,0,0,0,0,NA,579030.8607,5944437.5727,10.195479399,53.6427364580001,NA,23
"9780",NA,4,5,409,2020,5,8,4,3,5,3,1,0,0,0,NA,566126,5938594.9853,9.99906616000004,53.5920183160001,NA,20
"9781",NA,5,13,521,2020,4,6,5,3,4,6,0,0,0,0,NA,572330.0868,5948559.7971,10.095099781,53.680751109,NA,23
"9782",NA,1,11,129,2020,5,12,1,3,0,7,1,0,0,0,NA,572594.7684,5933754.5576,10.095655811,53.547661953,NA,10
"9783",NA,4,3,406,2020,5,17,4,3,3,6,0,0,0,0,NA,565079.7498,5940024.1404,9.98355976500005,53.604993339,NA,6
"9784",NA,4,8,419,2020,5,15,6,3,3,6,0,0,0,0,NA,567556.1986,5937432.0681,10.0204188170001,53.5813847000001,NA,15
"9785",NA,5,6,514,2020,5,8,3,3,5,3,1,0,0,0,NA,573867.9588,5940527.2301,10.116470437,53.6083493740001,NA,12
"9786",NA,7,1,702,2020,5,15,3,3,5,3,0,0,1,0,NA,564795.7156,5923106.2895,9.97576643800005,53.452982422,NA,19
"9787",NA,4,5,409,2020,4,15,5,3,4,6,0,0,0,0,NA,568429.414,5938507.3082,10.033841985,53.5909347580001,NA,23
"9788",NA,5,11,519,2020,4,16,5,3,0,7,0,0,0,0,NA,571538.9927,5945982.5672,10.0825308610001,53.6576989340001,NA,30
"9789",NA,2,14,227,2020,4,17,5,3,8,7,0,0,0,0,NA,549857.3807,5936654.9562,9.75298852300006,53.5763814640001,NA,23
"9790",NA,1,5,113,2020,5,5,2,3,4,2,1,0,0,0,NA,567552.8684,5934148.9092,10.019658522,53.5518789020001,NA,18
"9791",NA,2,11,223,2020,4,9,5,3,1,7,1,0,0,0,NA,553260.2804,5934536.2839,9.80401537900008,53.5570050250001,NA,23
"9792",NA,3,5,317,2020,4,14,5,3,5,3,1,0,0,0,NA,562989.7497,5939315.9301,9.95183504500005,53.598883863,NA,30
"9793",NA,1,3,108,2020,5,13,6,3,6,6,0,1,0,0,NA,565588.4675,5934713.2035,9.99013073700007,53.5571994360001,NA,15
"9794",NA,3,3,314,2020,4,12,5,3,3,6,1,0,0,0,NA,565219.742,5937592.277,9.98516656400005,53.583120293,NA,30
"9795",NA,5,17,525,2020,5,14,6,2,5,3,0,0,0,0,NA,577708.009,5944357.8102,10.175453701,53.6422177800001,NA,8
"9796",NA,1,1,102,2020,5,15,6,3,5,3,1,0,0,0,NA,565327.6443,5933568.7491,9.98595483000003,53.5469464510001,NA,22
"9797",NA,1,3,105,2020,4,9,5,3,3,2,1,0,0,0,NA,564464.0789,5933612.2944,9.97293255800002,53.5474445300001,NA,30
"9798",NA,1,1,102,2020,4,8,5,3,5,3,1,0,0,0,NA,565991.5892,5933916.218,9.99604706200006,53.5499862180001,NA,30
"9799",NA,7,13,714,2020,4,5,4,3,3,2,1,0,0,0,NA,559656.7291,5925727.9858,9.89888637300004,53.4771521390001,NA,29
"9800",NA,7,1,701,2020,4,17,4,3,0,1,0,0,0,0,NA,564803.7549,5924063.9919,9.97608486500008,53.461588718,NA,22
"9801",NA,6,7,608,2020,4,11,4,3,1,5,0,0,0,0,NA,572073.2073,5923299.9828,10.085382953,53.4537779830001,NA,29
"9802",NA,3,1,310,2020,5,14,3,3,3,2,1,0,0,0,NA,563963.0094,5935584.3884,9.96577485000006,53.5652296230001,NA,12
"9803",NA,2,6,218,2020,4,16,4,3,1,5,1,0,0,0,NA,558161.7755,5935402.4853,9.87816026000007,53.564269822,NA,29
"9804",NA,1,6,117,2020,5,18,7,3,5,3,1,0,0,0,NA,567666.5666,5933947.2522,10.021330768,53.550051936,NA,9
"9805",NA,5,7,515,2020,5,6,4,3,5,3,0,0,0,1,NA,570973.2221,5940544.1081,10.0727306520001,53.608901174,NA,20
"9806",NA,5,18,526,2020,5,12,4,3,5,2,1,0,0,0,NA,575694.4597,5938920.8343,10.143680881,53.593652445,NA,6
"9807",NA,6,3,604,2020,5,15,5,3,4,6,0,0,0,0,NA,579769.9707,5924833.8811,10.201654569,53.4664537260001,NA,21
"9808",NA,5,7,515,2020,5,13,2,3,5,3,1,0,0,0,NA,571003.5117,5940577.4519,10.0731959770001,53.6091967290001,NA,11
"9809",NA,5,18,526,2020,4,14,3,3,2,6,1,0,0,0,NA,576519.1427,5940881.5617,10.156619714,53.611153157,NA,28
"9810",NA,5,7,515,2020,5,16,5,3,5,3,0,0,0,0,NA,570872.6505,5940191.2272,10.0711305880001,53.60574347,NA,7
"9811",NA,2,10,222,2020,5,8,3,3,5,5,1,0,0,0,NA,556923.91,5933719.93,9.85916615000002,53.5492834670001,NA,19
"9812",NA,5,2,506,2020,4,22,4,3,1,5,1,0,0,0,NA,571537.6668,5937473.3839,10.0805559040001,53.581228034,NA,22
"9813",NA,4,10,427,2020,5,21,6,3,0,7,0,0,0,0,NA,568900.8541,5938342.1715,10.0409268110001,53.5893889210001,NA,8
"9814",NA,5,3,510,2020,4,9,3,2,0,7,0,0,0,0,NA,571387.6029,5936100.996,10.077975881,53.568914879,NA,28
"9815",NA,5,3,510,2020,4,17,4,3,5,2,1,0,0,0,NA,571172.7408,5936466.006,10.074815207,53.5722244070001,NA,22
"9816",NA,4,8,419,2020,4,14,3,3,3,2,1,0,0,0,NA,568330.718,5937384.5211,10.0321052480001,53.5808570510001,NA,28
"9817",NA,5,7,515,2020,4,13,4,2,0,7,0,0,0,0,NA,570295.4501,5939803.9398,10.0623214020001,53.602340682,NA,22
"9818",NA,5,18,526,2020,5,19,1,3,5,3,1,0,0,0,NA,577757.0253,5940287.7315,10.1751783620001,53.605634369,NA,10
"9819",NA,4,7,416,2020,4,17,3,3,1,5,1,0,0,0,NA,567479.4187,5935387.7186,10.018817509,53.5630217300001,NA,28
"9820",NA,3,2,311,2020,5,0,4,3,0,7,1,0,0,0,NA,565148.1151,5936172.2256,9.98378844800004,53.5703668690001,NA,6
"9821",NA,2,9,221,2020,5,17,2,3,0,7,1,0,0,0,NA,556958.3998,5936846.845,9.86025670200007,53.577383071,NA,18
"9822",NA,4,13,432,2020,5,16,6,3,6,4,0,1,0,0,NA,567072.8803,5947091.7896,10.0152010800001,53.6682593640001,NA,15
"9823",NA,1,18,139,2020,5,6,4,3,5,3,1,0,0,0,NA,562448.9951,5931094.0324,9.94202170300002,53.5250554190001,NA,13
"9824",NA,3,7,319,2020,4,16,4,3,6,6,0,1,0,0,NA,560792.4877,5943595.9322,9.91947264900006,53.6376091450001,NA,22
"9825",NA,4,5,410,2020,5,15,1,3,5,3,1,0,0,0,NA,567224.3431,5938396.2753,10.015614833,53.5900927960001,NA,10
"9826",NA,3,1,309,2020,4,11,3,3,5,2,1,0,0,0,NA,564446.7156,5936593.4732,9.97328538300007,53.5742393580001,NA,28
"9827",NA,3,1,309,2020,4,11,3,3,5,2,1,0,0,0,NA,564446.7156,5936593.4732,9.97328538300007,53.5742393580001,NA,28
"9828",NA,4,8,421,2020,5,10,3,2,5,3,1,0,0,0,NA,568740.6872,5936983.5283,10.0382082300001,53.5771997250001,NA,12
"9829",NA,3,3,313,2020,4,11,3,3,0,7,1,0,0,0,NA,565749.324,5936711.621,9.99297926500003,53.575139532,NA,28
"9830",NA,3,3,313,2020,4,11,3,3,0,7,1,0,0,0,NA,565749.324,5936711.621,9.99297926500003,53.575139532,NA,28
"9831",NA,7,1,702,2020,5,13,5,3,2,6,0,0,0,0,NA,565884.5663,5923314.1315,9.99220443600007,53.454715354,NA,7
"9832",NA,5,2,508,2020,5,20,3,3,3,6,0,0,0,0,NA,572824.4835,5937991.633,10.10010994,53.585708378,NA,19
"9833",NA,2,4,214,2020,4,19,4,3,1,5,1,0,0,0,NA,561204.8885,5933234.8491,9.92367614600005,53.54444227,NA,22
"9834",NA,2,8,220,2020,5,16,6,3,0,7,0,0,0,0,NA,556766.0499,5939148.3099,9.85777072000008,53.598088411,NA,8
"9835",NA,1,16,137,2020,4,13,2,3,0,1,0,0,0,0,NA,565498.3429,5927582.4786,9.98727898100003,53.4931247530001,NA,27
"9836",NA,2,12,225,2020,5,12,1,3,4,6,1,0,0,0,NA,554365.1568,5937147.1187,9.82114714000005,53.580357011,NA,17
"9837",NA,5,18,526,2020,4,14,2,3,6,3,0,1,0,0,NA,576501.2118,5938288.1301,10.155712356,53.58784941,NA,27
"9838",NA,7,1,701,2020,5,10,2,3,4,2,1,0,0,0,NA,565033.3552,5923610.9689,9.97944887800003,53.4574889130001,NA,11
"9839",NA,5,2,505,2020,4,19,2,3,3,2,0,0,0,0,NA,570173.4705,5936498.6674,10.0597349220001,53.5726525480001,NA,27
"9840",NA,4,13,432,2020,5,17,3,3,5,3,1,0,0,0,NA,566278.8099,5945795.7413,10.002907653,53.656712989,NA,19
"9841",NA,4,10,426,2020,5,7,6,3,4,2,1,0,0,0,NA,569881.5564,5938593.3594,10.0557964010001,53.5915165540001,NA,8
"9842",NA,5,8,516,2020,4,17,2,3,5,3,0,0,0,0,NA,569073.8308,5940684.3292,10.0440585420001,53.6104151970001,NA,27
"9843",NA,4,5,410,2020,4,18,2,3,0,7,0,0,0,0,NA,567245.1849,5938286.1132,10.0159059060001,53.5891000830001,NA,27
"9844",NA,5,16,524,2020,5,12,7,3,3,2,1,0,0,0,NA,575575.385,5947313.771,10.143920625,53.66909429,NA,16
"9845",NA,4,5,410,2020,4,7,2,3,6,4,0,1,0,0,NA,567407.7717,5938337.8863,10.0183729460001,53.589544496,NA,27
"9846",NA,4,5,413,2020,4,6,2,3,5,3,1,0,0,0,NA,566698.1441,5937371.8714,10.0074474790001,53.5809535290001,NA,27
"9847",NA,4,11,430,2020,5,7,2,3,1,5,1,0,0,0,NA,570065.04,5942864.147,10.059528485,53.629873494,NA,11
"9848",NA,2,2,207,2020,5,9,3,3,5,3,1,0,0,0,NA,564179.1612,5935480.6633,9.96901669700003,53.564271025,NA,19
"9849",NA,3,9,321,2020,4,13,2,3,3,2,1,0,0,0,NA,562202.8934,5938666.6811,9.93981715400002,53.5931428330001,NA,27
"9850",NA,5,17,525,2020,5,16,6,3,0,7,0,0,0,0,NA,576712.933,5945543.617,10.1606976850001,53.6530209740001,NA,15
"9851",NA,4,8,423,2020,5,15,4,3,5,3,1,0,0,0,NA,569150.4048,5937215.1481,10.0444464830001,53.5792274520001,NA,13
"9852",NA,5,11,519,2020,5,12,1,3,5,3,0,0,0,0,NA,571707.2066,5945050.4711,10.0848606920001,53.649299312,NA,10
"9853",NA,2,11,223,2020,5,20,5,3,0,7,0,0,0,0,NA,553168.1334,5935444.1122,9.80277895000006,53.5651736520001,NA,21
"9854",NA,5,18,526,2020,4,15,3,3,5,2,0,0,0,0,NA,577236.4766,5943687.8565,10.1681563070001,53.636266988,NA,21
"9855",NA,4,4,407,2020,4,10,3,3,1,5,0,0,0,1,NA,565917.0893,5939886.2996,9.99618335700006,53.603649879,NA,21
"9856",NA,2,5,216,2020,4,11,2,3,0,7,0,0,0,0,NA,560197.1085,5935676.7101,9.90893956500003,53.5665048760001,NA,27
"9857",NA,4,7,416,2020,5,17,6,3,3,6,1,0,0,0,NA,567392.2487,5935515.8793,10.017529272,53.5641847310001,NA,15
"9858",NA,4,2,404,2020,4,12,2,3,6,4,0,1,0,0,NA,565241.9455,5938153.8944,9.98561933400003,53.588164906,NA,27
"9859",NA,1,3,106,2020,5,8,4,3,6,4,0,1,0,0,NA,564757.476,5934054.639,9.97745159200002,53.5513839070001,NA,20
"9860",NA,4,8,422,2020,4,15,3,3,5,3,0,0,0,0,NA,569424.412,5936572.0826,10.0484413200001,53.573411993,NA,21
"9861",NA,2,3,208,2020,4,16,2,3,4,6,0,0,0,0,NA,563556.7428,5935392.421,9.95960254300007,53.5635537150001,NA,27
"9862",NA,3,9,321,2020,4,15,3,3,5,3,1,0,0,0,NA,560008.2783,5939211.6507,9.90676846000002,53.5982965050001,NA,21
"9863",NA,3,1,309,2020,5,12,6,3,3,6,0,0,0,0,NA,564088.474,5935964.0508,9.96774683400002,53.5686264510001,NA,15
"9864",NA,4,12,431,2020,5,8,3,3,5,2,1,0,0,0,NA,567808.9176,5942454.3381,10.02532806,53.6264876060001,NA,12
"9865",NA,3,3,314,2020,5,13,1,3,4,2,1,0,0,0,NA,565800.1206,5937029.2595,9.99381324300003,53.5779878450001,NA,17
"9866",NA,4,11,430,2020,4,16,1,3,4,2,1,0,0,0,NA,568234.6395,5942129.0284,10.031692881,53.6235087330001,NA,26
"9867",NA,4,3,406,2020,5,13,5,3,5,2,0,0,0,0,NA,566553.7798,5941430.1033,10.006133617,53.6174437500001,NA,14
"9868",NA,7,10,711,2020,5,16,4,3,5,3,1,0,0,0,NA,564176.2529,5924003.8253,9.96662252700003,53.4611248000001,NA,20
"9869",NA,5,5,513,2020,5,13,2,3,3,2,1,0,0,0,NA,573116.4869,5937415.8663,10.1043852380001,53.5804934000001,NA,11
"9870",NA,4,11,430,2020,4,16,7,3,4,2,1,0,0,0,NA,568247.5029,5941680.4584,10.0317890110001,53.619475745,NA,25
"9871",NA,6,6,607,2020,5,10,5,3,3,6,0,0,0,0,NA,574233.6176,5921159.7685,10.117405978,53.434243832,NA,14
"9872",NA,4,6,415,2020,4,16,7,3,0,7,0,0,0,0,NA,567518.8886,5935740.715,10.0194896200001,53.5661890850001,NA,25
"9873",NA,1,16,135,2020,5,16,5,3,3,6,1,0,0,0,NA,568688.9894,5925928.8261,10.0350024140001,53.4778561320001,NA,7
"9874",NA,5,17,525,2020,5,13,3,2,0,1,0,0,0,0,NA,577472.1763,5944712.8524,10.171975651,53.6454433600001,NA,19
"9875",NA,2,8,220,2020,4,19,3,3,4,2,1,0,0,0,NA,556775.6545,5939156.7178,9.85791736400006,53.598162937,NA,21
"9876",NA,2,10,222,2020,5,11,6,3,1,5,1,0,0,0,NA,556635.752,5934016.211,9.85487111200007,53.5519774810001,NA,8
"9877",NA,1,16,136,2020,4,17,6,3,5,3,1,0,0,0,NA,566816.1671,5926215.7274,10.0068487130001,53.4806756420001,NA,24
"9878",NA,2,5,216,2020,5,21,7,2,1,5,1,0,0,0,NA,559968.4033,5935014.8565,9.90535969400003,53.560582685,NA,16
"9879",NA,2,11,223,2020,5,10,7,3,1,5,1,0,0,0,NA,554322.6726,5935008.3071,9.82013347800006,53.5611385390001,NA,9
"9880",NA,2,4,212,2020,4,16,3,3,6,6,0,1,0,0,NA,560569.9485,5934643.0237,9.91436805900003,53.557171785,NA,21
"9881",NA,4,8,421,2020,5,12,1,3,5,3,0,0,0,0,NA,568504.5874,5937801.6588,10.0348225660001,53.5845832190001,NA,10
"9882",NA,3,7,319,2020,6,13,1,3,5,3,1,0,0,0,NA,560337.5498,5943232.1634,9.91252222100007,53.6343924810001,NA,14
"9883",NA,3,1,307,2020,6,18,3,3,5,2,1,0,0,0,NA,563108.3164,5935891.1873,9.95293383200004,53.568090408,NA,9
"9884",NA,2,10,222,2020,6,12,4,2,0,7,0,0,0,0,NA,555315.1791,5934846.0656,9.83508733600007,53.559576706,NA,3
"9885",NA,1,17,138,2020,6,16,4,3,0,1,0,0,0,0,NA,566485.5919,5931051.882,10.0028935010001,53.5241814300001,NA,17
"9886",NA,5,3,511,2020,6,14,2,3,6,4,0,1,0,0,NA,573169.6209,5936478.2367,10.104967882,53.572059623,NA,15
"9887",NA,3,5,317,2020,6,13,4,3,4,6,0,0,0,0,NA,563191.1354,5938556.2393,9.95472376400005,53.592032069,NA,3
"9888",NA,3,3,314,2020,6,19,6,3,5,3,1,0,0,0,NA,564867.7453,5937222.5233,9.97977353800007,53.5798408890001,NA,19
"9889",NA,1,1,102,2020,6,10,7,3,3,2,1,0,0,0,NA,565571.3843,5933344.4898,9.98958584800005,53.5449005950001,NA,13
"9890",NA,1,1,101,2020,6,8,5,3,6,6,0,1,0,0,NA,566323.0471,5934652.3387,10.001205267,53.556560131,NA,18
"9891",NA,1,5,114,2020,6,18,4,3,4,6,0,0,0,0,NA,566504.9059,5934717.9069,10.003964076,53.557126397,NA,3
"9892",NA,7,4,705,2020,6,12,4,3,5,3,1,0,0,0,NA,565248.0221,5923023.4007,9.98255948500002,53.4521816490001,NA,10
"9893",NA,1,5,114,2020,6,17,4,3,5,2,1,0,0,0,NA,567522.7599,5934271.0484,10.0192305160001,53.5529804610001,NA,3
"9894",NA,4,5,408,2020,6,19,2,3,6,7,1,1,0,0,NA,565774.4838,5939551.4016,9.99395789600004,53.600658014,NA,15
"9895",NA,4,5,408,2020,6,19,2,3,6,7,1,1,0,0,NA,565774.4838,5939551.4016,9.99395789600004,53.600658014,NA,15
"9896",NA,1,16,137,2020,6,17,3,3,3,2,1,0,0,0,NA,565829.996,5926408.802,9.99203110700006,53.482535129,NA,2
"9897",NA,7,13,714,2020,6,10,5,3,3,7,0,0,0,0,NA,558062.3549,5925786.0598,9.87487676300003,53.4778523510001,NA,18
"9898",NA,5,7,515,2020,6,15,6,3,0,7,0,0,0,0,NA,570952.6653,5940504.7539,10.072411043,53.608550285,NA,12
"9899",NA,1,4,112,2020,6,17,1,3,3,2,1,0,0,0,NA,564220.3281,5933450.861,9.96922114700004,53.5460235450001,NA,7
