"","FID","admin_region","admin_district","municipality","year","month","hour","day_week","category","kind_accident","type_accident","accident_car","accident_passenger","accident_motor","accident_goodsroad","accident_other","LINREFX","LINREFY","XGCSWGS84","YGCSWGS84","road_surface_condition","day"
"2720",NA,5,7,515,2017,4,10,6,3,5,2,1,0,0,NA,0,571266.5093,5941440.1553,10.077367703,53.6169140590001,NA,28
"2721",NA,4,11,430,2017,4,8,6,3,0,4,0,1,0,NA,0,568458.8904,5941324.2311,10.034905957,53.6162467330001,NA,7
"2722",NA,5,7,515,2017,4,18,6,3,8,1,0,0,0,NA,0,571126.2581,5940977.9561,10.075142328,53.6127793790001,NA,14
"2723",NA,5,7,515,2017,4,18,6,3,0,7,0,1,0,NA,0,571077.8761,5940870.1747,10.0743865360001,53.6118173230001,NA,28
"2724",NA,2,9,221,2017,4,16,6,3,5,3,0,0,0,NA,0,556599.6162,5937506.2625,9.85495815100006,53.5833484550001,NA,21
"2725",NA,2,10,222,2017,4,23,6,2,0,1,0,0,0,NA,0,555669.5109,5934480.643,9.84037092500006,53.556254966,NA,21
"2726",NA,1,3,107,2017,4,11,6,2,5,2,1,0,0,NA,0,565146.9026,5933715.4283,9.98325799000003,53.5482871520001,NA,7
"2727",NA,4,1,401,2017,3,18,4,3,3,2,1,0,0,NA,0,564933.1215,5937790.2817,9.98087896400006,53.5849353740001,NA,29
"2728",NA,5,7,515,2017,4,12,5,2,4,2,1,0,0,NA,0,570626.396,5940480.8208,10.0674751780001,53.608379282,NA,20
"2729",NA,5,9,517,2017,4,12,5,3,5,2,0,0,0,NA,1,571375.0414,5944127.2597,10.0796243940001,53.6410479670001,NA,20
"2730",NA,4,6,414,2017,4,10,5,3,0,7,0,0,0,NA,0,566911.3459,5936904.73,10.0105671170001,53.5767281000001,NA,20
"2731",NA,2,3,209,2017,4,8,5,3,5,3,1,0,0,NA,0,562406.282,5935580.232,9.94227259300004,53.5653797090001,NA,6
"2732",NA,1,3,108,2017,4,14,5,3,0,2,0,0,0,NA,0,565530.1832,5934487.6416,9.98920372600003,53.555179535,NA,6
"2733",NA,1,11,129,2017,4,7,4,3,5,3,1,0,0,NA,0,573126.5293,5934393.0563,10.1038292490001,53.5533263090001,NA,5
"2734",NA,4,10,427,2017,4,9,4,3,1,5,1,0,0,NA,0,569240.6679,5938578.8677,10.0461121860001,53.591471352,NA,5
"2735",NA,3,2,312,2017,3,8,4,3,5,3,0,0,0,NA,1,565207.4454,5935472.5303,9.98453817200004,53.5640711680001,NA,8
"2736",NA,7,13,714,2017,3,14,3,3,5,3,1,0,0,NA,0,558452.6096,5925819.6111,9.88076256000005,53.4781107100001,NA,21
"2737",NA,3,5,317,2017,4,7,4,3,5,3,1,0,0,NA,0,562339.7575,5939335.7907,9.94201848300003,53.5991400710001,NA,19
"2738",NA,7,7,708,2017,3,7,3,2,5,2,1,0,0,NA,0,565173.5903,5919934.8854,9.98079936300007,53.4244329960001,NA,7
"2739",NA,2,1,202,2017,4,16,4,3,0,7,0,0,0,NA,0,562664.6494,5933245.5629,9.94570507700007,53.544366401,NA,26
"2740",NA,2,3,208,2017,4,23,4,3,6,7,0,1,0,NA,0,563187.1883,5935161.0277,9.95397693300004,53.5615187330001,NA,26
"2741",NA,7,4,705,2017,4,13,3,3,2,6,1,0,0,NA,0,565574.24,5922780.783,9.98742057000004,53.4499606480001,NA,4
"2742",NA,1,12,130,2017,4,18,3,3,5,7,1,0,0,NA,0,572791.1406,5933073.536,10.098460529,53.54151446,NA,18
"2743",NA,1,8,126,2017,4,15,3,3,0,3,0,0,0,NA,1,569080.8117,5933943.2192,10.0426720560001,53.5498315250001,NA,25
"2744",NA,5,5,513,2017,4,12,3,3,5,2,1,0,0,NA,0,574387.9436,5937352.3078,10.123570737,53.5797434190001,NA,18
"2745",NA,5,18,526,2017,4,15,3,3,0,7,0,0,0,NA,0,576874.1998,5940194.1108,10.1618157460001,53.604923291,NA,25
"2746",NA,5,18,526,2017,4,14,3,3,5,3,1,0,0,NA,0,576878.3422,5942646.5525,10.1624836890001,53.626961909,NA,25
"2747",NA,4,9,424,2017,4,14,3,3,0,2,1,0,0,NA,0,569988.4967,5937338.5725,10.0571303300001,53.580225505,NA,11
"2748",NA,5,7,515,2017,4,13,3,3,5,2,1,0,0,NA,0,570895.6196,5940191.7412,10.0714777810001,53.605744982,NA,11
"2749",NA,5,7,515,2017,4,15,3,3,4,2,1,0,0,NA,0,571224.1361,5941102.481,10.0766500340001,53.6138851750001,NA,25
"2750",NA,4,8,418,2017,4,16,3,3,3,6,0,0,0,NA,0,568071.3682,5936257.8117,10.027942915,53.5707649170001,NA,18
"2751",NA,4,10,426,2017,4,12,3,3,3,7,0,0,0,NA,0,569349.7033,5937764.9805,10.0475783090001,53.5841425070001,NA,25
"2752",NA,2,8,220,2017,4,7,3,3,1,7,1,0,0,NA,0,557832.9366,5939131.518,9.87388689200003,53.5978208590001,NA,18
"2753",NA,3,1,303,2017,4,18,3,3,6,4,1,1,0,NA,0,562472.2401,5936791.6724,9.94351068600002,53.5762594940001,NA,18
"2754",NA,1,16,137,2017,4,22,2,3,4,2,1,0,0,NA,0,565480.7665,5930269.913,9.98757536400007,53.5172797960001,NA,17
"2755",NA,1,16,137,2017,4,13,2,3,0,3,0,0,0,NA,1,565777.0234,5928676.7858,9.99170842100006,53.502924884,NA,17
"2756",NA,6,2,602,2017,4,11,2,3,5,3,1,0,0,NA,0,578197.7954,5928100.2478,10.178790371,53.4960436860001,NA,3
"2757",NA,2,8,220,2017,4,17,2,3,5,3,1,0,0,NA,0,557467.0181,5938855.8766,9.86830756500007,53.5953837820001,NA,10
"2758",NA,4,4,407,2017,3,8,3,3,5,3,1,0,0,NA,0,567071.115,5941636.431,10.013997583,53.6192320420001,NA,28
"2759",NA,3,5,317,2017,4,16,2,3,5,2,1,0,0,NA,0,562692.3461,5938769.8097,9.94723187000005,53.594011375,NA,10
"2760",NA,4,8,419,2017,3,8,3,3,5,3,1,0,0,NA,0,567983.0975,5937346.7414,10.026847294,53.5805626960001,NA,21
"2761",NA,2,14,227,2017,3,18,3,3,5,3,1,0,0,NA,0,551406.8645,5937046.2018,9.77645225000003,53.579748307,NA,28
"2762",NA,2,4,213,2017,4,5,2,3,5,3,0,0,0,NA,1,561275.8714,5933954.8786,9.92488831600002,53.550905206,NA,3
"2763",NA,3,3,313,2017,4,17,2,3,5,2,1,0,0,NA,0,565809.2299,5936451.5079,9.99382902100007,53.5727943300001,NA,17
"2764",NA,1,4,111,2017,4,17,2,3,3,2,1,0,0,NA,0,564443.8312,5934336.2445,9.97277622600006,53.553953371,NA,3
"2765",NA,7,1,702,2017,4,19,1,2,1,5,1,0,0,NA,0,565221.2133,5923365.9522,9.98222688000004,53.4552636220001,NA,30
"2766",NA,5,11,519,2017,4,12,1,3,1,7,1,0,0,NA,0,571111.49,5945837.0311,10.07602982,53.6564493240001,NA,2
"2767",NA,5,2,509,2017,4,20,7,2,4,6,0,0,0,NA,0,571073.9251,5937734.4957,10.073612041,53.5836376880001,NA,1
"2768",NA,4,10,429,2017,4,21,7,2,0,7,0,0,0,NA,0,569065.6105,5939762.5784,10.0437300310001,53.60213249,NA,22
"2769",NA,6,10,611,2017,3,7,2,3,5,3,1,0,0,NA,0,577068.9449,5929256.1121,10.1620614730001,53.506597813,NA,13
"2770",NA,2,1,206,2017,4,23,7,3,3,2,1,0,0,NA,0,562898.5907,5934845.2059,9.94955688400006,53.5587150000001,NA,22
"2771",NA,1,4,112,2017,4,23,7,3,6,3,0,1,0,NA,0,563810.167,5933498.1936,9.96304156600007,53.5464989390001,NA,29
"2772",NA,1,1,102,2017,4,13,7,3,6,4,0,1,0,NA,0,565964.4133,5933986.2913,9.99565173200006,53.550619398,NA,15
"2773",NA,1,8,124,2017,3,19,6,2,5,3,1,0,0,NA,0,569062.9764,5934567.7961,10.0425408790001,53.555447008,NA,31
"2774",NA,5,18,526,2017,3,16,6,2,5,3,1,0,0,NA,0,576966.4696,5938500.9365,10.1627919740001,53.5896937460001,NA,3
"2775",NA,5,6,514,2017,3,7,6,3,5,3,1,0,0,NA,0,573787.2863,5939066.3247,10.1149055610001,53.5952318560001,NA,3
"2776",NA,1,5,114,2017,3,18,6,3,4,2,1,0,0,NA,0,567454.0406,5934225.6976,10.0181836190001,53.552581719,NA,24
"2777",NA,4,11,430,2017,3,7,5,2,5,3,1,0,0,NA,0,568370.1546,5941763.7732,10.033661264,53.620208501,NA,23
"2778",NA,4,5,408,2017,3,13,5,3,6,7,0,1,0,NA,0,567084.5609,5940044.5723,10.0138580300001,53.6049241380001,NA,30
"2779",NA,3,9,321,2017,3,18,5,3,5,3,1,0,0,NA,0,561945.9471,5936321.4522,9.93547002500003,53.572095872,NA,30
"2780",NA,1,16,137,2017,3,14,5,3,5,3,1,0,0,NA,0,562472.8076,5930744.7586,9.94231118100004,53.5219135190001,NA,16
"2781",NA,2,5,215,2017,3,17,2,3,4,2,1,0,0,NA,0,561443.8035,5934977.7549,9.92762375800004,53.5600785880001,NA,13
"2782",NA,4,12,431,2017,3,8,4,2,5,2,1,0,0,NA,0,567099.3911,5943007.9311,10.0147206410001,53.63155419,NA,29
"2783",NA,4,5,410,2017,3,11,4,3,0,2,0,0,0,NA,1,566423.091,5938332.8466,10.003498189,53.5896248770001,NA,22
"2784",NA,7,16,717,2017,3,6,3,3,0,7,0,0,0,NA,0,552540.6066,5932006.7028,9.79272741800003,53.534342334,NA,7
"2785",NA,5,17,525,2017,3,18,3,2,3,6,0,0,0,NA,0,575950.82,5944539.223,10.148923758,53.644106058,NA,28
"2786",NA,5,11,519,2017,3,16,3,3,5,3,1,0,0,NA,0,572205.0911,5945505.0162,10.092497306,53.6533157420001,NA,7
"2787",NA,2,5,217,2017,3,9,3,3,4,2,1,0,0,NA,0,559198.5729,5936397.5903,9.89400096300005,53.5730973670001,NA,7
"2788",NA,2,4,211,2017,3,9,3,3,5,3,0,0,0,NA,0,561480.9149,5934829.7586,9.92815483600003,53.55874414,NA,28
"2789",NA,2,2,207,2017,3,1,3,3,5,3,1,0,0,NA,0,563943.7888,5935435.1387,9.96545413700005,53.5638906140001,NA,14
"2790",NA,6,2,603,2017,3,7,2,3,2,6,1,0,0,NA,0,581075.9932,5926944.2761,10.2218683790001,53.4852197000001,NA,20
"2791",NA,1,11,129,2017,3,12,2,3,6,3,0,1,0,NA,0,572034.398,5934282.1641,10.0873214970001,53.552480712,NA,20
"2792",NA,5,6,514,2017,3,8,2,3,5,3,1,0,0,NA,0,573491.371,5938818.7028,10.110376934,53.593048088,NA,27
"2793",NA,5,2,507,2017,3,8,2,3,5,3,1,0,0,NA,0,570943.602,5936462.8856,10.071354824,53.572227399,NA,27
"2794",NA,5,7,515,2017,3,13,2,3,5,3,1,0,0,NA,0,571713.0027,5940792.7241,10.0839671630001,53.6110347260001,NA,27
"2795",NA,3,5,317,2017,3,10,2,3,1,5,1,0,0,NA,0,563789.2323,5938334.6408,9.96371339900003,53.589968072,NA,20
"2796",NA,1,4,111,2017,3,19,2,3,5,3,0,0,0,NA,0,563779.9881,5934595.7958,9.96281007000005,53.556367112,NA,13
"2797",NA,3,4,315,2017,3,3,1,3,1,5,1,0,0,NA,0,564235.6173,5936883.4963,9.97015751500004,53.576871764,NA,5
"2798",NA,4,6,415,2017,3,15,1,3,5,3,1,0,0,NA,0,568400.3461,5936596.0193,10.0329839940001,53.573761636,NA,5
"2799",NA,5,1,501,2017,3,22,7,3,3,2,1,0,0,NA,0,569104.5094,5935869.3892,10.043455576,53.5671390730001,NA,25
"2800",NA,2,8,220,2017,3,17,7,3,4,2,1,0,0,NA,0,558400.6033,5938603.3838,9.88236462000003,53.5930113310001,NA,4
"2801",NA,1,8,121,2017,3,15,6,3,3,2,0,0,0,NA,0,569486.8691,5935214.2038,10.0490823010001,53.5612003840001,NA,31
"2802",NA,4,9,424,2017,3,12,6,2,6,3,0,1,0,NA,0,569999.3165,5937306.9785,10.05728664,53.5799401260001,NA,31
"2803",NA,2,1,206,2017,3,4,1,3,5,3,1,0,0,NA,0,562966.3568,5934530.3419,9.95051633600002,53.555877083,NA,5
"2804",NA,4,7,416,2017,3,21,6,3,5,3,1,0,0,NA,0,567343.4505,5935274.0269,10.0167404860001,53.562017429,NA,3
"2805",NA,2,11,224,2017,3,9,6,3,5,3,1,0,0,NA,0,554053.8433,5936114.5619,9.81626672100003,53.571108936,NA,10
"2806",NA,4,2,405,2017,3,17,6,3,5,3,1,0,0,NA,0,565371.1768,5938997.7243,9.98774819000005,53.595732475,NA,17
"2807",NA,2,1,206,2017,3,9,6,3,4,6,0,0,0,NA,0,562827.1334,5934987.5066,9.94850689000003,53.560002464,NA,31
"2808",NA,6,2,603,2017,3,7,5,3,5,2,1,0,0,NA,0,581288.5289,5926571.3052,10.2249740560001,53.481835161,NA,2
"2809",NA,5,17,525,2017,3,23,7,3,0,7,0,0,0,NA,0,577521.8236,5944996.7167,10.172797313,53.6479869720001,NA,25
"2810",NA,2,7,219,2017,5,15,1,3,1,7,1,0,0,NA,0,557560.6478,5933557.9238,9.86874555800006,53.5477580080001,NA,28
"2811",NA,3,1,307,2017,5,19,1,3,3,2,0,0,0,NA,0,563792.2774,5936031.3387,9.96328865400005,53.5692672820001,NA,14
"2812",NA,2,7,219,2017,5,14,1,3,0,5,1,0,0,NA,0,560777.1108,5933495.8582,9.91727195200002,53.546837758,NA,21
"2813",NA,1,4,109,2017,5,2,1,3,1,5,1,0,0,NA,0,564662.0943,5934799.1716,9.97616613700006,53.5580869890001,NA,21
"2814",NA,5,2,505,2017,4,16,2,3,5,3,1,0,0,NA,0,570240.0323,5936280.4405,10.0606908410001,53.57068243,NA,17
"2815",NA,3,9,321,2017,4,12,2,3,0,5,1,0,0,NA,0,562629.5739,5937711.1988,9.94607103700002,53.5845048140001,NA,24
"2816",NA,1,14,132,2017,5,14,7,3,1,5,1,0,0,NA,0,569190.7363,5931732.7951,10.043842081,53.529951709,NA,13
"2817",NA,1,3,108,2017,5,19,7,3,6,3,0,1,0,NA,0,565702.3145,5934332.3645,9.99176905300004,53.553762507,NA,27
"2818",NA,1,8,122,2017,5,6,6,3,5,2,1,0,0,NA,0,569895.6932,5935193.1522,10.055248692,53.5609569060001,NA,12
"2819",NA,5,7,515,2017,5,11,6,3,0,2,1,0,0,NA,0,571236.28,5941129.55,10.076839761,53.6141267900001,NA,12
"2820",NA,5,17,525,2017,5,13,6,3,5,3,1,0,0,NA,0,576960.18,5944850.7958,10.164266238,53.646758558,NA,12
"2821",NA,4,5,413,2017,5,8,6,3,5,3,1,0,0,NA,0,566574.3399,5937300.1973,10.005562497,53.5803251120001,NA,12
"2822",NA,3,9,321,2017,5,8,6,3,5,3,1,0,0,NA,0,561533.3465,5938698.6591,9.92970881900004,53.593509248,NA,26
"2823",NA,1,4,111,2017,4,20,1,3,0,1,0,0,0,NA,0,563610.809,5933944.6929,9.96012408700005,53.550535966,NA,30
"2824",NA,4,3,406,2017,5,8,5,3,5,3,1,0,0,NA,0,566307.9295,5941555.7844,10.002444337,53.618604442,NA,25
"2825",NA,2,1,204,2017,5,15,5,3,5,2,1,0,0,NA,0,562235.989,5934274.87,9.93944175500008,53.55366816,NA,18
"2826",NA,3,2,312,2017,5,20,5,3,4,6,0,0,0,NA,0,565854.9077,5934904.0934,9.99419250700004,53.5588816480001,NA,25
"2827",NA,3,2,311,2017,5,9,5,3,0,7,0,0,0,NA,0,565060.9297,5935483.4946,9.98232863800007,53.5641878920001,NA,18
"2828",NA,3,1,310,2017,5,16,5,3,5,2,1,0,0,NA,0,563950.7296,5935600.1827,9.96559270000006,53.565373068,NA,11
"2829",NA,6,2,602,2017,5,11,4,3,3,6,0,0,0,NA,0,580233.4688,5927442.2371,10.209301399,53.4898238370001,NA,3
"2830",NA,5,18,526,2017,5,12,4,3,5,7,1,0,0,NA,0,576047.6729,5941813.9527,10.149722481,53.6196009130001,NA,3
"2831",NA,5,2,509,2017,5,12,4,3,5,3,1,0,0,NA,0,571228.5554,5938370.9568,10.0760926680001,53.589336555,NA,3
"2832",NA,5,2,509,2017,4,14,7,3,5,3,1,0,0,NA,0,571372.433,5938115.0598,10.078207347,53.5870172570001,NA,1
"2833",NA,5,10,518,2017,5,8,4,3,4,2,0,0,0,NA,1,574214.7748,5944571.926,10.1226756570001,53.6446490550001,NA,3
"2834",NA,4,13,432,2017,5,15,4,3,4,3,1,0,0,NA,0,568098.229,5948239.1956,10.030969548,53.6784384970001,NA,24
"2835",NA,4,5,408,2017,5,17,4,3,0,7,1,0,0,NA,0,566777.0617,5939457.5089,10.00908578,53.5996874040001,NA,10
"2836",NA,3,9,321,2017,5,9,4,3,5,3,1,0,0,NA,0,560744.0336,5939334.9737,9.91790872400003,53.5993201000001,NA,3
"2837",NA,4,2,404,2017,5,18,4,3,0,7,0,0,0,NA,0,565553.4054,5938290.7612,9.99035259300007,53.5893561070001,NA,24
"2838",NA,4,1,401,2017,5,8,4,3,4,2,1,0,0,NA,0,564806.022,5937342.263,9.97886627100007,53.5809246480001,NA,10
"2839",NA,3,5,317,2017,5,18,4,3,2,6,1,0,0,NA,0,563380.525,5939447.083,9.95776579100004,53.6000154590001,NA,17
"2840",NA,3,3,313,2017,5,18,4,3,5,3,1,0,0,NA,0,564718.6644,5936622.0571,9.97739767000007,53.574462769,NA,17
"2841",NA,2,2,207,2017,5,18,4,3,1,5,1,0,0,NA,0,563780.4871,5935099.2849,9.96292035500005,53.5608920660001,NA,3
"2842",NA,1,4,112,2017,5,17,4,3,0,7,0,0,0,NA,0,563780.4249,5933802.2726,9.96265477600002,53.549235411,NA,24
"2843",NA,1,3,108,2017,5,15,4,3,5,3,1,0,0,NA,0,565432.3171,5934634.5811,9.98775740000002,53.556512324,NA,3
"2844",NA,1,5,113,2017,5,11,4,3,5,3,1,0,0,NA,0,567327.7524,5934550.9355,10.0163477410001,53.5555209,NA,31
"2845",NA,6,14,615,2017,5,7,3,3,5,3,1,0,0,NA,0,578159.8775,5926900.0829,10.1779199860001,53.485263698,NA,23
"2846",NA,1,8,124,2017,5,16,3,3,0,3,1,0,0,NA,0,569048.5877,5934558.4295,10.0423216450001,53.555364722,NA,16
"2847",NA,5,2,505,2017,5,18,3,3,6,4,0,1,0,NA,0,570634.561,5936601.4132,10.0667200680001,53.5735140460001,NA,30
"2848",NA,5,2,507,2017,5,6,3,2,3,2,0,0,0,NA,1,571163.5933,5936746.11,10.0747409310001,53.5747429360001,NA,2
"2849",NA,5,7,515,2017,5,19,3,3,6,3,0,1,0,NA,0,570919.6495,5939280.7775,10.0716336310001,53.5975549500001,NA,23
"2850",NA,5,7,515,2017,5,17,3,3,5,2,1,0,0,NA,0,570828.9245,5940054.2612,10.070438736,53.6045184760001,NA,2
"2851",NA,4,4,407,2017,5,12,3,3,6,3,0,1,0,NA,0,568013.5116,5941513.3927,10.0282155890001,53.618004758,NA,16
"2852",NA,4,5,413,2017,5,9,3,3,0,7,0,0,0,NA,0,566390.821,5938026.6018,10.002945574,53.5868766930001,NA,16
"2853",NA,4,7,416,2017,5,21,3,3,5,2,1,0,0,NA,0,567801.9991,5934854.9664,10.0235714460001,53.5581922320001,NA,2
"2854",NA,4,8,419,2017,5,13,3,3,5,3,1,0,0,NA,0,568216.33,5937730.899,10.030453489,53.583984872,NA,16
"2855",NA,4,7,416,2017,5,8,3,3,5,2,1,0,0,NA,0,567343.7297,5935293.5587,10.01674891,53.562192929,NA,16
"2856",NA,3,1,304,2017,5,7,3,3,5,3,1,0,0,NA,0,562529.155,5936427.012,9.94429710600002,53.572975387,NA,23
"2857",NA,3,2,311,2017,5,18,3,3,5,3,1,0,0,NA,0,564796.4584,5936258.0354,9.97849680900003,53.571181611,NA,16
"2858",NA,1,5,114,2017,5,18,3,3,6,4,0,1,0,NA,0,566754.8983,5934906.0439,10.0077775280001,53.5587854880001,NA,9
"2859",NA,2,4,214,2017,5,13,2,3,0,7,0,1,0,NA,0,561393.7517,5933460.2333,9.92657021400004,53.5464458490001,NA,15
"2860",NA,7,14,715,2017,4,11,5,3,5,3,1,0,0,NA,0,557917.0918,5925700.0906,9.87267238000004,53.477095691,NA,6
"2861",NA,7,1,702,2017,4,19,5,3,3,2,1,0,0,NA,0,565393.3507,5923558.2477,9.98485882700004,53.4569705230001,NA,20
"2862",NA,6,1,601,2017,4,11,5,3,5,3,1,0,0,NA,0,579115.3177,5928921.1047,10.1928253250001,53.50328332,NA,13
"2863",NA,1,3,107,2017,5,16,2,2,6,6,0,1,0,NA,0,565017.1527,5934418.3681,9.98144617500003,53.5546207470001,NA,22
"2864",NA,6,5,606,2017,4,11,5,2,1,5,0,0,0,NA,1,580676.0585,5923138.5494,10.214865506,53.451080249,NA,6
"2865",NA,7,3,704,2017,4,13,1,3,2,6,0,0,1,NA,0,567717.5137,5921133.0378,10.019334036,53.4348807470001,NA,9
"2866",NA,1,6,116,2017,5,13,1,3,5,2,1,0,0,NA,0,567535.7324,5933947.9699,10.01935651,53.5500752310001,NA,21
"2867",NA,1,8,125,2017,4,16,6,3,4,2,1,0,0,NA,0,570161.3958,5934040.0811,10.0590005620001,53.550558746,NA,21
"2868",NA,5,5,513,2017,4,7,6,3,5,3,1,0,0,NA,0,574497.6357,5937844.9837,10.1253448030001,53.5841554360001,NA,7
"2869",NA,5,8,516,2017,4,21,6,3,6,7,0,1,0,NA,0,570352.655,5940507.861,10.063344638,53.608659119,NA,28
"2870",NA,5,7,515,2017,4,13,6,3,1,5,0,0,0,NA,1,572638.7123,5941365.2162,10.098090282,53.6160520920001,NA,21
"2871",NA,4,13,432,2017,4,16,6,3,5,3,1,0,0,NA,0,566295.4157,5944907.4672,10.0029693870001,53.6487279090001,NA,21
"2872",NA,2,4,213,2017,4,15,6,3,1,5,1,0,0,NA,0,561571.9468,5934281.2147,9.92942085600004,53.5538034840001,NA,21
"2873",NA,2,3,210,2017,4,8,6,3,0,7,0,0,0,NA,0,562192.723,5934263.7327,9.93878654200006,53.553573192,NA,14
"2874",NA,1,5,114,2017,4,20,6,3,6,6,0,1,0,NA,0,566750.5499,5934148.0767,10.0075500340001,53.5519740400001,NA,21
"2875",NA,6,14,615,2017,4,12,5,3,0,7,0,0,0,NA,0,578263.0634,5927023.0389,10.1795053590001,53.4863533430001,NA,27
"2876",NA,3,1,306,2017,4,17,5,3,1,5,1,0,0,NA,0,563007.6072,5936764.9959,9.95158966600007,53.5759557100001,NA,6
"2877",NA,3,5,317,2017,4,17,5,3,0,6,1,0,0,NA,0,563305.1869,5937925.6241,9.95631867600002,53.586350791,NA,6
"2878",NA,3,4,316,2017,4,6,5,3,5,3,1,0,0,NA,0,563908.0035,5937796.1056,9.96539717200005,53.58511365,NA,27
"2879",NA,1,3,107,2017,4,11,5,3,0,2,1,0,0,NA,0,565308.9285,5934059.1805,9.98577483700006,53.551356416,NA,13
"2880",NA,1,11,129,2017,4,17,5,3,6,6,0,1,0,NA,0,571574.487,5935156.6122,10.080580981,53.560402267,NA,6
"2881",NA,1,14,132,2017,4,18,5,3,0,7,0,0,0,NA,0,570672.878,5931637.366,10.0661765780001,53.5288968190001,NA,6
"2882",NA,5,6,514,2017,4,16,5,3,4,6,0,0,0,NA,0,574222.7018,5940614.4259,10.1218518110001,53.609082851,NA,27
"2883",NA,5,2,505,2017,4,11,5,3,5,3,0,0,0,NA,1,570142.1773,5936569.4229,10.059278326,53.5732926140001,NA,13
"2884",NA,1,16,137,2017,5,16,1,3,5,3,1,0,0,NA,0,566356.2648,5930234.9882,10.0007699610001,53.516856132,NA,7
"2885",NA,2,1,201,2017,4,9,5,3,3,2,1,0,0,NA,0,563110.56,5933353.219,9.95245525200005,53.5452805480001,NA,20
"2886",NA,1,5,114,2017,4,17,5,3,5,3,0,0,0,NA,0,566976.1473,5934474.0479,10.011024514,53.5548748740001,NA,6
"2887",NA,6,2,603,2017,4,20,4,3,5,3,1,0,0,NA,0,580710.2276,5927007.1755,10.216373591,53.4858411760001,NA,12
"2888",NA,5,4,512,2017,4,8,4,3,2,6,0,0,0,NA,0,575572.272,5937932.7258,10.141595755,53.584790189,NA,26
"2889",NA,4,13,432,2017,4,7,4,3,6,6,0,1,0,NA,0,566935.8197,5945110.8007,10.012700056,53.6504737330001,NA,12
"2890",NA,3,3,313,2017,4,9,4,3,3,3,1,0,0,NA,0,564734.651,5936633.8358,9.97764150700004,53.5745666540001,NA,5
"2891",NA,3,3,313,2017,4,9,4,3,5,3,0,0,0,NA,0,565298.0934,5936483.7146,9.98611800500004,53.573147648,NA,5
"2892",NA,1,11,128,2017,4,8,3,3,5,3,1,0,0,NA,0,571251.086,5933774.934,10.0753845310001,53.5480291210001,NA,11
"2893",NA,5,3,510,2017,4,8,3,3,0,7,1,1,0,NA,0,571086.295,5936479.8709,10.0735131540001,53.5723607310001,NA,25
"2894",NA,4,5,410,2017,4,14,3,3,5,3,1,0,0,NA,0,566247.4111,5938311.2698,10.0008399380001,53.58945319,NA,18
"2895",NA,5,9,517,2017,5,11,1,3,1,3,1,0,0,NA,0,572353.9418,5943881.2669,10.094371138,53.638702849,NA,21
"2896",NA,4,5,409,2017,4,8,3,3,0,7,0,0,0,NA,0,567081.7733,5939453.9798,10.0136888070001,53.5996167750001,NA,25
"2897",NA,2,9,221,2017,4,12,3,3,6,6,0,1,0,NA,0,556740.8894,5936350.6629,9.85688181800003,53.5729471830001,NA,11
"2898",NA,1,12,130,2017,4,17,4,3,3,2,1,0,0,NA,0,574230.7014,5935340.9774,10.1207181460001,53.5616901860001,NA,26
"2899",NA,6,2,602,2017,4,15,2,3,5,3,1,0,0,NA,0,578740.1214,5927499.015,10.1868128450001,53.4905596660001,NA,24
"2900",NA,5,8,516,2017,4,22,2,3,0,7,0,0,0,NA,0,569740.54,5940102.4098,10.05400382,53.6050971700001,NA,17
"2901",NA,4,10,427,2017,4,11,2,2,5,3,1,0,0,NA,0,569117.118,5938704.0037,10.044273622,53.592612257,NA,24
"2902",NA,3,6,318,2017,4,19,2,3,4,2,1,0,0,NA,0,562938.0285,5943530.423,9.95190537400003,53.6367667910001,NA,10
"2903",NA,4,2,403,2017,4,14,2,3,4,2,1,0,0,NA,0,565346.1617,5938381.9622,9.98724126100007,53.590201619,NA,17
"2904",NA,2,1,204,2017,4,17,2,3,0,7,1,0,0,NA,0,562907.1734,5934610.7266,9.94963923900002,53.556606624,NA,17
"2905",NA,5,8,516,2017,4,18,4,3,5,3,1,0,0,NA,0,569969.3893,5940401.8536,10.057529056,53.6077577570001,NA,19
"2906",NA,4,13,432,2017,4,0,1,2,6,6,0,1,0,NA,0,567352.7184,5943974.0011,10.018760124,53.6402037730001,NA,23
"2907",NA,2,9,221,2017,4,19,1,3,5,3,1,0,0,NA,0,556674.901,5936665.494,9.85594255400002,53.575783878,NA,9
"2908",NA,3,5,317,2017,4,12,1,3,5,3,1,0,0,NA,0,564482.264,5938823.858,9.97428305400007,53.5942800030001,NA,16
"2909",NA,5,3,510,2017,4,14,7,2,1,5,1,0,0,NA,0,570965.274,5936191.7485,10.0716204280001,53.569787762,NA,29
"2910",NA,6,1,601,2017,4,12,6,3,6,6,0,1,0,NA,0,580003.734,5928004.6674,10.205983018,53.4949132030001,NA,14
"2911",NA,6,1,601,2017,4,16,6,3,0,2,1,0,0,NA,0,580295.5525,5928757.9922,10.2105736840001,53.5016386250001,NA,28
"2912",NA,3,8,320,2017,4,7,6,3,0,6,0,0,0,NA,0,559206.2552,5939830.0019,9.89476839000002,53.603945099,NA,28
"2913",NA,2,10,222,2017,4,7,6,3,5,3,1,0,0,NA,0,555743.8235,5934865.1584,9.84156117700007,53.559702955,NA,28
