_fid;stadtteil;stadtteil_1;bev;e_ha;haushgr;eph;hhki;alleinerz;aerz_prz;svpbs_prz;wg_efg;wg_efg_prz;wgm2;wbt15;spd15;cdu15;linke15;fdp15;gruene15;afd15;geom;coordinate_reference_system
APP_BEVOELKERUNG_BEV_ABS_31122014_1;Allermöhe;Allermöhe;1353;2.0;2.1;257.0;136.0;31.0;22.8;54.2;498.0;86.61;115.41;62.1;44.3;22.0;5.9;6.9;10.0;7.6;MULTIPOLYGON (((575312.441500 5927666.535600,574503.215700 5926865.087400,574786.270300 5926822.372900,575059.832800 5926783.487000,575260.306100 5926749.062200,575458.754400 5926705.525100,575658.215200 5926650.850600,575852.986300 5926588.770200,576019.075000 5926528.550900,576123.973100 5926483.872100,576297.832000 5926441.135900,576443.523800 5926336.237700,576637.779600 5926230.368300,576808.724700 5926133.240500,576985.497400 5926039.026400,577119.542000 5925977.131000,577139.977000 5925967.097000,577174.514000 5925951.282000,577274.528000 5925907.708000,577318.240000 5925889.376000,577370.408000 5925867.497000,577459.609000 5925833.099000,577511.398000 5925813.667000,577569.906000 5925792.599000,577620.535000 5925776.654000,577710.543000 5925749.033000,577819.338000 5925717.043000,577986.850000 5925677.484000,578019.466000 5925672.504000,578108.002300 5925657.212400,578136.555800 5925651.329100,578388.645600 5925572.964400,578594.815500 5925542.936100,578702.746800 5925531.194900,578868.486400 5925526.130600,578955.039300 5925530.734500,579065.992700 5925541.783800,579216.804700 5925566.719600,579363.661600 5925605.450300,579531.413100 5925663.385100,579613.559400 5925695.378900,579582.315000 5925463.396000,579568.500564 5925416.300139,579551.549299 5925370.240250,579531.538000 5925325.425000,579529.334443 5925320.156218,579526.673854 5925315.102804,579523.577055 5925310.304309,579520.068284 5925305.798285,579516.175000 5925301.620000,579511.592619 5925298.047606,579507.360333 5925294.066656,579503.514431 5925289.711286,579500.087893 5925285.018840,579497.110098 5925280.029557,579494.606582 5925274.786216,579492.598810 5925269.333780,579491.104000 5925263.719000,579485.219927 5925233.880565,579477.281529 5925204.521813,579467.327000 5925175.784000,579463.428358 5925163.595925,579460.100956 5925151.239673,579457.352000 5925138.742000,579445.998000 5925088.207000,579439.514771 5925071.495367,579431.659847 5925055.382915,579422.488000 5925039.982000,579417.839636 5925032.591261,579413.785959 5925024.858343,579410.352000 5925016.831000,579380.440000 5924961.019000,579353.460000 5924915.228000,579306.576000 5924836.047000,579182.146000 5924843.233000,578996.274000 5924848.587000,578948.560000 5924850.876000,578911.037479 5924856.345622,578873.888982 5924863.951246,578837.236000 5924873.668000,578826.032007 5924874.982295,578814.757643 5924875.363818,578803.490431 5924874.809946,578792.307844 5924873.324487,578781.286774 5924870.917655,578770.503000 5924867.606000,578759.214796 5924863.539615,578748.309349 5924858.536592,578737.864214 5924852.632510,578727.953674 5924845.869358,578718.648210 5924838.295233,578710.014000 5924829.964000,578698.238000 5924816.043000,578645.056000 5924750.614000,578587.473000 5924687.975000,578536.858000 5924641.168000,578498.746000 5924590.284000,578467.865000 5924555.662000,578434.309000 5924531.095000,578394.006000 5924510.125000,578342.129000 5924488.722000,578317.354000 5924485.150000,578280.163000 5924488.060000,578225.069000 5924492.899000,578190.451000 5924503.019000,578131.792000 5924518.279000,578104.634000 5924524.890000,578063.831000 5924539.463000,578001.651000 5924570.743000,577962.471000 5924589.811000,577952.195842 5924596.086489,577942.495832 5924603.218841,577933.442234 5924611.155654,577925.101565 5924619.838618,577917.535101 5924629.203941,577910.798434 5924639.182816,577904.941055 5924649.701930,577900.006000 5924660.684000,577886.037000 5924704.524000,577880.140388 5924737.357186,577877.409383 5924770.603687,577877.869000 5924803.959000,577880.549550 5924826.192473,577881.449775 5924848.568851,577880.563947 5924870.945804,577877.897703 5924893.180997,577873.468000 5924915.133000,577852.151000 5924980.145000,577834.951000 5925015.224000,577762.603000 5925127.492000,577711.068000 5925234.115000,577675.564000 5925306.224000,577663.943250 5925325.696712,577650.595277 5925344.028650,577635.631300 5925361.067069,577619.176000 5925376.670000,577608.976091 5925383.566263,577598.202258 5925389.526222,577586.940215 5925394.502462,577575.279558 5925398.455394,577563.313057 5925401.353570,577551.135911 5925403.173933,577538.845000 5925403.902000,577396.738000 5925398.908000,577235.013000 5925385.995000,577205.837319 5925382.768323,577177.039803 5925377.081951,577148.827436 5925368.976758,577121.403000 5925358.511000,577077.137227 5925341.497585,577032.519493 5925325.429827,576987.570000 5925310.315000,576892.242000 5925286.461000,576828.303421 5925268.936388,576765.407271 5925247.976232,576703.738000 5925223.642000,576667.363553 5925209.964544,576630.140736 5925198.800536,576592.243000 5925190.202000,576483.312000 5925173.474000,576463.046585 5925171.168364,576442.740775 5925169.250797,576422.402000 5925167.722000,576394.630559 5925166.266425,576366.830560 5925165.537259,576339.021000 5925165.535000,576273.330575 5925169.040432,576207.804977 5925174.864188,576142.526000 5925182.999000,576116.739221 5925187.742639,576091.183698 5925193.605687,576065.908000 5925200.577000,576038.536463 5925210.700956,576012.214404 5925223.304318,575987.165853 5925238.279819,575963.604000 5925255.500000,575889.276000 5925327.633000,575861.640000 5925346.557000,575837.356000 5925363.537000,575818.365000 5925376.331000,575801.604000 5925387.770000,575780.594000 5925401.420000,575746.532000 5925421.588000,575715.126000 5925439.310000,575699.146000 5925447.536000,575617.773000 5925489.407000,575607.250000 5925494.781000,575589.421000 5925504.796000,575573.210000 5925514.047000,575563.676000 5925519.842000,575551.496000 5925527.779000,575545.294000 5925532.347000,575535.615000 5925540.240000,575526.020000 5925548.936000,575517.949000 5925557.495000,575513.231000 5925563.714000,575511.178000 5925566.478000,575507.738442 5925572.077308,575504.627000 5925577.865377,575501.854000 5925583.823000,575499.712707 5925589.163322,575497.843784 5925594.604949,575496.252000 5925600.134000,575494.343943 5925610.135410,575493.023771 5925620.231252,575492.296000 5925630.387000,575486.102000 5925801.359000,575482.629000 5925852.642000,575456.416000 5926028.086000,575441.799000 5926074.669000,575411.178000 5926166.415000,575402.336269 5926184.084479,575391.928441 5926200.879234,575380.040304 5926216.660835,575366.769848 5926231.299198,575352.226455 5926244.673667,575336.530000 5926256.674000,575269.444000 5926301.705000,575235.807717 5926320.277929,575201.187420 5926336.944909,575165.691000 5926351.654000,575115.470000 5926371.638000,574887.914000 5926440.148000,574776.466000 5926473.297000,574729.548706 5926481.276039,574682.153862 5926485.591850,574634.567047 5926486.218429,574587.075000 5926483.152000,574486.488000 5926456.485000,574300.939000 5926387.255000,574192.839000 5926349.258000,574135.470443 5926330.196953,574076.590544 5926316.499056,574016.699534 5926308.280683,573956.306230 5926305.611656,573895.923720 5926308.514649,573836.065000 5926316.965000,573258.476000 5926483.560000,573241.637000 5926487.641000,573184.519000 5926501.483000,572716.978000 5926614.821000,572377.154000 5926692.681000,572365.374632 5926699.267843,572354.218971 5926706.863318,572343.773153 5926715.408778,572334.117832 5926724.838242,572325.327560 5926735.078903,572317.470209 5926746.051690,572310.606447 5926757.671878,572304.789272 5926769.849747,572300.063598 5926782.491267,572296.465915 5926795.498829,572294.024000 5926808.772000,572281.409000 5926911.792000,572279.707484 5926939.488653,572279.895107 5926967.236888,572281.971000 5926994.908000,572283.868543 5927009.907244,572286.345783 5927024.821709,572289.399000 5927039.629000,572294.648997 5927059.940418,572300.559431 5927080.069574,572307.124000 5927099.995000,572385.267000 5927313.405000,572398.251808 5927353.944916,572407.748327 5927395.440772,572413.688000 5927437.593000,572415.539338 5927466.331998,572415.710198 5927495.130058,572414.200000 5927523.889000,572413.044099 5927536.695344,572411.189918 5927549.419359,572408.643000 5927562.023000,572370.252000 5927748.717000,572363.862956 5927775.571836,572355.802379 5927801.973147,572346.102000 5927827.817000,572338.534531 5927845.132731,572330.230423 5927862.107504,572321.205000 5927878.710000,572380.601000 5927888.145000,572387.452000 5927889.550000,572403.627000 5927892.869000,572428.451000 5927897.744000,572444.943000 5927914.493000,572568.569000 5928034.318000,572653.381000 5928114.929000,572678.092000 5928137.132000,572686.714000 5928153.090000,572801.729000 5928262.458000,573039.347000 5928488.464000,573511.215000 5928937.272000,573524.968000 5928949.752000,573590.047000 5928871.330000,573631.353000 5928820.952000,573677.617000 5928765.478000,573705.294000 5928732.712000,573727.617000 5928707.053000,573735.794000 5928697.847000,573752.396000 5928679.592000,573775.006000 5928655.941000,573872.944000 5928566.424000,573950.718000 5928500.523000,574049.402000 5928416.060000,574124.995000 5928353.481000,574214.106000 5928278.827000,574298.020000 5928207.225000,574434.377000 5928090.793000,574499.393000 5928036.062000,574523.100000 5928015.886000,574555.228000 5927990.469000,574561.899000 5927985.406000,574583.505000 5927969.009000,574607.328000 5927951.694000,574639.219000 5927929.176000,574650.497000 5927921.423000,574651.227000 5927920.921000,574684.111000 5927899.015000,574719.749000 5927876.873000,574770.077000 5927847.753000,574774.993000 5927844.986000,574814.349000 5927825.471000,574863.334736 5927800.348478,574913.682108 5927778.079987,574965.225000 5927758.739000,575002.868000 5927744.199000,575067.643000 5927722.638000,575155.385000 5927698.351000,575201.996000 5927687.061000,575276.451000 5927673.510000,575312.441500 5927666.535600)));EPSG:25832
APP_BEVOELKERUNG_BEV_ABS_31122014_7;Bahrenfeld;Bahrenfeld;27378;25.0;1.7;9687.0;2660.0;718.0;27.0;58.5;2293.0;16.22;69.41;58.6;44.9;7.8;14.3;4.8;19.1;3.8;MULTIPOLYGON (((559613.132000 5938442.737000,559618.313000 5938438.005000,559622.854000 5938432.722000,559627.054000 5938427.132000,559630.749000 5938421.182000,559633.706000 5938414.894000,559649.796000 5938379.921000,559656.483000 5938365.578000,559670.014000 5938339.908000,559679.897000 5938322.149000,559694.146000 5938299.773000,559700.584000 5938288.233000,559703.597000 5938281.911000,559705.974000 5938275.320000,559707.759000 5938268.663000,559709.422000 5938253.354000,559709.508000 5938246.367000,559708.363000 5938232.407000,559705.953000 5938208.574000,559704.857000 5938196.186000,559704.698000 5938185.665000,559705.287000 5938174.050000,559706.711000 5938163.033000,559709.925000 5938147.216000,559712.715000 5938134.470000,559719.656000 5938105.177000,559723.851000 5938085.142000,559726.446000 5938069.741000,559728.036000 5938051.984000,559724.712000 5938038.410000,559722.308000 5938029.621000,559721.865000 5938028.002000,559733.100000 5938024.056000,559757.921000 5938019.781000,559790.762000 5938015.373000,559825.636000 5938010.693000,559832.134000 5938009.821000,559868.095000 5938005.009000,559872.350650 5937993.353128,559877.007177 5937981.851534,559882.059000 5937970.518000,559886.524000 5937961.439000,559891.186000 5937952.450000,559896.088000 5937943.672000,559901.225000 5937935.017000,559902.515000 5937932.965000,559906.580000 5937926.509000,559912.050000 5937918.140000,559917.691000 5937909.728000,559923.348000 5937901.563000,559929.162000 5937893.288000,559934.970000 5937885.193000,559940.980000 5937877.030000,559946.972000 5937869.074000,559953.095000 5937861.099000,559957.451000 5937855.615000,559958.087000 5937854.815000,559984.689000 5937860.790000,560061.603000 5937878.068000,560070.255000 5937880.012000,560081.109000 5937882.450000,560089.298000 5937884.125000,560093.219000 5937876.213000,560097.520000 5937873.997000,560100.394000 5937874.452000,560089.201000 5937897.877000,560084.906976 5937907.282364,560080.941389 5937916.830852,560077.309000 5937926.511000,560074.541290 5937934.672820,560072.010254 5937942.911107,560069.718000 5937951.219000,560066.332000 5937964.227000,560061.546000 5937999.679000,560061.263000 5938001.765000,560060.268000 5938033.137000,560059.681000 5938089.534000,560059.750000 5938090.844000,560059.762000 5938091.866000,560059.965000 5938108.401000,560060.389000 5938108.528000,560060.188000 5938128.453000,560060.743000 5938189.893000,560061.589000 5938202.152000,560080.904000 5938275.639000,560081.521000 5938277.821000,560085.118000 5938280.721000,560088.846000 5938283.726000,560091.517000 5938283.824000,560115.398000 5938284.694000,560135.583000 5938286.576000,560136.047000 5938286.650000,560144.053000 5938287.919000,560155.796000 5938289.784000,560220.636000 5938302.068000,560247.425000 5938307.145000,560282.792000 5938313.847000,560325.334000 5938321.905000,560354.925000 5938327.506000,560384.633000 5938333.131000,560394.455000 5938334.990000,560422.290000 5938340.260000,560439.967000 5938343.607000,560457.662000 5938346.958000,560508.713000 5938356.625000,560531.724000 5938346.878000,560561.212000 5938303.287000,560587.876000 5938263.873000,560598.345000 5938248.398000,560590.293000 5938224.410000,560589.667000 5938222.544000,560584.877000 5938208.274000,560590.393000 5938199.627000,560593.609000 5938157.017000,560641.068000 5938148.407000,560649.675000 5938142.067000,560649.998000 5938140.602000,560654.510000 5938120.118000,560654.036000 5937979.190000,560660.648000 5937898.943000,560678.518000 5937784.348000,560689.562000 5937751.823000,560698.208000 5937737.677000,560740.740000 5937686.841000,560754.968000 5937661.395000,560761.049000 5937648.538000,560764.017000 5937642.589000,560764.868000 5937638.683000,560767.927000 5937624.648000,560766.712000 5937624.357000,560767.042000 5937622.864000,560768.252000 5937623.158000,560771.914000 5937606.355000,560773.627000 5937598.331000,560772.185000 5937597.615000,560772.815000 5937596.344000,560773.849000 5937593.148000,560772.408000 5937578.229000,560771.645000 5937570.322000,560782.065000 5937518.058000,560789.542000 5937494.301000,560787.295000 5937477.372000,560785.644000 5937464.428000,560792.939000 5937463.506000,560792.190000 5937457.710000,560791.636000 5937452.027000,560791.268000 5937446.421000,560791.037000 5937439.426000,560791.162000 5937432.009000,560791.427000 5937425.213000,560791.909000 5937416.239000,560793.512000 5937404.355000,560795.721000 5937393.579000,560798.914000 5937382.010000,560802.676000 5937370.628000,560807.416000 5937358.539000,560811.618000 5937349.460000,560821.035000 5937330.761000,560825.115000 5937322.661000,560849.837000 5937272.059000,560888.644000 5937279.347000,560954.574000 5937205.078000,560985.567000 5937173.479000,561025.715000 5937136.075000,561059.597000 5937108.453000,561067.458000 5937102.045000,561095.569000 5937079.126000,561111.147000 5937069.282000,561136.127100 5937044.278100,561150.544000 5937029.849000,561164.967000 5937015.825000,561196.136000 5936985.523000,561241.378000 5936929.876000,561289.752000 5936870.784000,561291.623000 5936868.388000,561324.342000 5936826.469000,561391.508000 5936748.111000,561446.694000 5936683.651000,561457.834000 5936670.640000,561505.522000 5936613.333000,561522.543000 5936592.877000,561532.476000 5936580.909000,561562.495000 5936544.740000,561586.567000 5936515.734000,561617.760000 5936478.223000,561627.463000 5936466.555000,561619.529000 5936461.944000,561631.314000 5936441.676000,561636.009000 5936444.416000,561642.654000 5936448.292000,561648.999000 5936451.995000,561652.713000 5936454.135000,561663.477000 5936460.328000,561674.286000 5936466.418000,561683.899000 5936471.517000,561687.469000 5936473.351000,561688.345000 5936473.801000,561693.378000 5936476.253000,561696.430000 5936477.670000,561698.032000 5936478.413000,561702.939000 5936480.566000,561707.881000 5936482.639000,561710.139000 5936483.526000,561712.149000 5936484.316000,561716.484000 5936485.847000,561720.844000 5936487.327000,561725.215000 5936488.668000,561729.623000 5936489.915000,561733.960000 5936491.008000,561734.093000 5936491.042000,561737.416000 5936491.788000,561738.572000 5936492.047000,561743.089000 5936492.944000,561742.935000 5936493.387000,561748.791000 5936484.065000,561748.856000 5936481.562000,561749.313000 5936464.112000,561761.827000 5936445.191000,561771.140000 5936451.978000,561773.413000 5936448.631000,561780.459200 5936438.675100,561787.639000 5936428.531000,561803.340000 5936406.254000,561815.400000 5936383.905000,561817.370000 5936379.201000,561825.085000 5936360.779000,561832.487000 5936339.775000,561853.091000 5936277.097000,561776.886000 5936283.971000,561779.570000 5936264.061000,561794.805841 5936230.014706,561806.852409 5936194.713697,561815.608000 5936158.456000,561823.633491 5936098.694270,561827.253326 5936038.504822,561826.448000 5935978.212000,561823.070000 5935892.163000,561825.935000 5935857.941000,561840.631000 5935720.707000,561844.339000 5935657.477000,561861.722000 5935460.366000,561865.361980 5935441.525144,561870.725735 5935423.100772,561877.767455 5935405.250240,561886.427000 5935388.126000,561939.941000 5935291.703000,561934.835358 5935289.441762,561929.762024 5935287.108942,561924.722000 5935284.705000,561911.453416 5935277.496864,561898.791695 5935269.269267,561886.815000 5935260.073000,561860.600200 5935236.638487,561836.284724 5935211.238688,561814.015477 5935184.027059,561793.927000 5935155.168000,561782.490034 5935137.120834,561772.786976 5935118.085208,561764.902496 5935098.227228,561758.905393 5935077.720177,561754.848000 5935056.743000,561749.945381 5935024.810016,561747.991029 5934992.562044,561749.001405 5934960.270709,561752.968000 5934928.208000,561759.871049 5934899.681764,561769.356858 5934871.907358,561781.345744 5934845.118092,561795.737000 5934819.539000,561801.151000 5934796.129000,561785.466480 5934813.114296,561768.818263 5934829.156158,561751.263000 5934844.200000,561730.326842 5934860.543665,561707.955168 5934874.859612,561684.343724 5934887.022581,561659.699100 5934896.926149,561634.236931 5934904.483664,561608.180000 5934909.629000,561572.968108 5934913.877526,561537.582100 5934916.277053,561502.119000 5934916.821000,561452.733000 5934918.062000,560983.213000 5934943.640000,560965.601000 5934945.031000,560466.527000 5934964.944000,560472.715000 5934954.770000,560466.283000 5934954.510000,560357.106000 5934951.853000,560271.870000 5934949.149000,560263.974000 5934954.389000,560198.815000 5934949.651000,559969.412000 5934933.669000,559755.850000 5934919.577000,559648.791000 5934912.596000,559642.549000 5934912.185000,559641.753000 5934923.134000,559640.071000 5934970.056000,559639.809476 5934973.767604,559639.219613 5934977.441358,559638.306065 5934981.048272,559637.076040 5934984.559887,559635.539244 5934987.948494,559633.707803 5934991.187356,559631.596168 5934994.250915,559629.221000 5934997.115000,559550.323000 5935074.333000,559480.661000 5935142.651000,559446.528000 5935175.044000,559443.951750 5935177.235186,559441.585008 5935179.651152,559439.447311 5935182.271956,559437.556306 5935185.075964,559435.927601 5935188.040029,559434.574641 5935191.139684,559433.508594 5935194.349342,559432.738261 5935197.642509,559432.270000 5935200.992000,559423.548000 5935297.662000,559419.313000 5935426.141000,559417.038000 5935511.127000,559418.254000 5935542.218000,559422.794000 5935563.315000,559386.268000 5935569.288000,559364.839851 5935573.990132,559343.881446 5935580.472484,559323.540405 5935588.689399,559303.960000 5935598.583000,559218.305000 5935648.268000,559118.476000 5935702.583000,559083.795000 5935721.445000,559003.805000 5935763.102000,558991.933134 5935768.901064,558979.693475 5935773.877118,558967.143000 5935778.007000,558851.418000 5935810.550000,558746.242000 5935838.836000,558710.690756 5935846.488275,558674.996530 5935853.443164,558639.173000 5935859.698000,558610.385000 5935863.495000,558384.514000 5935896.878000,558358.841124 5935900.385751,558333.405147 5935905.326593,558308.286000 5935911.685000,558290.318075 5935917.037704,558272.582013 5935923.114704,558255.107000 5935929.906000,558249.547324 5935932.241009,558244.018349 5935934.647811,558238.521000 5935937.126000,558225.895966 5935944.404414,558213.682733 5935952.354493,558201.917000 5935960.953000,558159.083137 5935993.049249,558114.400456 5936022.517318,558068.030000 5936049.251000,558008.228000 5936082.236000,557970.172000 5936104.923000,557947.642000 5936118.356000,557914.372000 5936133.561000,557904.962000 5936137.574000,557880.942852 5936145.040845,557856.419098 5936150.631793,557831.537010 5936154.313498,557806.445000 5936156.064000,557626.347000 5936163.986000,557566.050000 5936169.789000,557523.849000 5936173.849000,557442.512000 5936184.823000,557304.581000 5936203.342000,557267.043000 5936392.300000,557265.596510 5936398.402061,557264.669968 5936404.604400,557264.269981 5936410.862794,557264.399400 5936417.132621,557265.057304 5936423.369179,557266.239000 5936429.528000,557268.680000 5936436.489000,557274.510000 5936453.121000,557279.882000 5936468.446000,557285.218000 5936483.667000,557286.076000 5936486.120000,557290.186000 5936497.870000,557300.011000 5936525.965000,557307.321000 5936546.869000,557315.316000 5936569.732000,557323.422000 5936592.919000,557325.715000 5936599.473000,557329.446000 5936610.145000,557329.922000 5936617.251000,557330.359000 5936621.411000,557331.471000 5936635.155000,557332.667000 5936649.926000,557333.147000 5936655.870000,557333.636000 5936661.919000,557335.313000 5936682.657000,557337.260000 5936706.725000,557338.777000 5936725.505000,557339.199000 5936730.715000,557339.755000 5936744.279000,557340.727000 5936768.013000,557341.769000 5936793.482000,557342.800000 5936818.672000,557343.826000 5936843.752000,557344.914000 5936870.319000,557345.727000 5936890.138000,557345.929000 5936892.197000,557345.890000 5936894.141000,557346.472000 5936897.732000,557346.839000 5936902.127000,557347.294000 5936906.100000,557353.032000 5936956.156000,557358.423000 5937000.510000,557367.238000 5937073.035000,557368.596000 5937081.890000,557371.864000 5937103.195000,557374.565000 5937120.805000,557377.270000 5937138.444000,557379.987000 5937156.162000,557382.702000 5937173.860000,557385.413000 5937191.530000,557388.125000 5937209.201000,557390.769000 5937226.438000,557391.893000 5937233.761000,557392.904000 5937243.392000,557393.853000 5937252.448000,557394.043000 5937260.346000,557394.284000 5937270.363000,557393.886000 5937277.164000,557393.180000 5937289.289000,557392.078000 5937297.304000,557502.032000 5937298.371000,557518.767000 5937301.376000,557719.034000 5937301.659000,557762.143000 5937301.000000,557774.651000 5937302.539000,557875.883000 5937305.350000,558073.037000 5937402.689000,558111.080801 5937421.033079,558150.021466 5937437.387304,558189.755000 5937451.708000,558273.482000 5937481.787000,558352.916000 5937507.527000,558378.102000 5937457.016000,558404.019248 5937412.711148,558433.827956 5937370.925211,558467.285000 5937331.999000,558476.172000 5937341.655000,558440.070000 5937448.141000,558434.164000 5937466.454000,558433.648000 5937468.094000,558427.917000 5937483.393000,558421.690000 5937500.286000,558415.766000 5937516.350000,558411.445000 5937528.071000,558410.706000 5937530.074000,558403.949000 5937548.404000,558397.721000 5937565.294000,558391.502000 5937582.159000,558386.884000 5937594.681000,558386.325000 5937595.987000,558370.912000 5937632.044000,558363.059000 5937650.417000,558361.346000 5937654.425000,558354.491000 5937668.482000,558346.600000 5937684.665000,558333.044000 5937712.481000,558328.055000 5937715.157000,558317.870000 5937730.229000,558304.990000 5937749.286000,558291.518000 5937769.218000,558280.317000 5937785.793000,558270.304000 5937800.608000,558257.261000 5937819.908000,558256.458000 5937820.673000,558308.271000 5937868.598000,558344.805000 5937901.926000,558386.305000 5937945.790000,558440.624000 5938011.225000,558509.793000 5938098.611000,558577.296000 5938187.665000,558546.382000 5938221.077000,558536.408000 5938232.390000,558535.199000 5938234.044000,558537.316000 5938244.280000,558526.643000 5938250.579000,558521.295000 5938252.230000,558524.760000 5938255.213000,558474.361000 5938264.627000,558533.180000 5938315.183000,558589.109000 5938363.258000,558639.580000 5938408.028000,558640.803000 5938447.912000,558639.287000 5938460.927000,558633.510000 5938510.518000,558615.883000 5938507.218000,558615.883000 5938516.915000,558616.859000 5938516.921000,558616.530000 5938561.676000,558666.886000 5938562.018000,558683.899000 5938562.134000,558700.899000 5938562.251000,558717.831000 5938562.366000,558734.814000 5938562.481000,558785.767000 5938562.829000,558802.758000 5938562.944000,558819.790000 5938563.061000,558836.792000 5938563.176000,558853.754000 5938563.292000,558870.775000 5938563.408000,558887.786000 5938563.524000,558904.768000 5938563.641000,558921.759000 5938563.756000,558938.750000 5938563.872000,558955.761000 5938563.988000,558972.752000 5938564.103000,558989.775000 5938564.221000,559003.707000 5938564.317000,559006.710000 5938564.172000,559023.661000 5938563.354000,559040.531000 5938562.540000,559057.413000 5938561.728000,559074.304000 5938560.914000,559091.165000 5938560.101000,559108.046000 5938559.289000,559124.897000 5938558.477000,559141.768000 5938557.663000,559158.628000 5938556.851000,559175.499000 5938556.037000,559192.480000 5938555.218000,559209.481000 5938554.400000,559226.412000 5938553.583000,559243.402000 5938552.763000,559260.344000 5938551.947000,559277.325000 5938551.128000,559294.287000 5938550.309000,559311.238000 5938549.493000,559332.680000 5938548.460000,559339.676000 5938469.847000,559340.085000 5938461.321000,559365.338000 5938457.129000,559369.756000 5938456.395000,559382.220000 5938454.455000,559433.513000 5938444.188000,559441.215000 5938442.650000,559471.162000 5938573.700000,559479.288000 5938604.289000,559584.164800 5938576.457400,559583.278000 5938573.082000,559582.748000 5938567.632000,559582.169000 5938561.710000,559576.655000 5938505.329000,559576.413000 5938494.919000,559576.859000 5938487.005000,559578.679000 5938478.747000,559582.196000 5938471.153000,559587.036000 5938464.368000,559593.069000 5938458.969000,559599.107000 5938453.924000,559613.132000 5938442.737000)));EPSG:25832
