_fid;anzahl;geschwindigkeit;von;bis;strichbreite;geom;coordinate_reference_system
DE.HH.UP_LETZTE_WOCHE_7616216;9;18.6;2025-03-17;2025-03-23;1.2;LINESTRING (573902.757084 5932789.876242,573901.034374 5932802.534390,573886.418097 5932847.037321,573885.194242 5932861.706196,573886.687243 5932872.189224,573890.722759 5932881.154229,573896.613731 5932890.148285);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616217;21;22.6;2025-03-17;2025-03-23;2.3;LINESTRING (569669.723350 5936664.830173,569675.987759 5936671.153944);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616218;13;21.3;2025-03-17;2025-03-23;1.6;LINESTRING (573867.793273 5932101.328769,573861.022783 5932110.347223,573803.307467 5932155.289112,573751.087004 5932196.534238);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616219;9;22.5;2025-03-17;2025-03-23;1.2;LINESTRING (573289.558392 5932521.050995,573347.408501 5932496.690550,573367.586971 5932486.433196,573412.052012 5932457.525901,573452.178683 5932430.554421);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616220;10;22.3;2025-03-17;2025-03-23;1.3;LINESTRING (573452.178683 5932430.554421,573510.126863 5932391.509460,573564.062737 5932350.511033,573599.246974 5932326.023029,573604.213738 5932322.094641);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616221;9;22.7;2025-03-17;2025-03-23;1.2;LINESTRING (573604.213738 5932322.094641,573637.090913 5932296.792034,573660.798123 5932272.904393,573700.394696 5932229.124502,573715.272990 5932218.785861,573741.220990 5932204.280504,573745.043924 5932201.447122);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616222;10;21.1;2025-03-17;2025-03-23;1.3;LINESTRING (572732.790767 5932806.087969,572720.459807 5932819.139396,572680.514965 5932852.017162,572643.038456 5932879.592171,572596.177756 5932909.693669);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616223;10;18.8;2025-03-17;2025-03-23;1.3;LINESTRING (566079.985058 5933400.141575,566084.908956 5933375.063756);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616224;10;14.9;2025-03-17;2025-03-23;1.3;LINESTRING (568326.434372 5932190.134694,568321.274776 5932193.954473);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616225;17;23.5;2025-03-17;2025-03-23;1.9;LINESTRING (568330.517459 5932187.412039,568349.408610 5932173.776748,568469.567048 5932106.975482);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616226;17;24.7;2025-03-17;2025-03-23;1.9;LINESTRING (568469.567048 5932106.975482,568511.267844 5932083.879900,568611.143224 5932030.919164);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616227;17;23.5;2025-03-17;2025-03-23;1.9;LINESTRING (568611.143224 5932030.919164,568719.638865 5931973.412603,568752.659349 5931954.754851);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616228;10;25.0;2025-03-17;2025-03-23;1.3;LINESTRING (568956.136071 5931789.815429,568939.101058 5931798.690844,568830.264051 5931856.410062);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616229;10;24.8;2025-03-17;2025-03-23;1.3;LINESTRING (568830.264051 5931856.410062,568758.107382 5931894.748387,568755.782581 5931899.610415,568754.846427 5931904.715203,568753.697810 5931933.517404,568753.602374 5931935.518874,568752.659349 5931954.754851);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616230;25;19.4;2025-03-17;2025-03-23;2.5;LINESTRING (572346.309654 5937513.095957,572382.790219 5937530.680820);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616231;9;19.5;2025-03-17;2025-03-23;1.2;LINESTRING (570107.379265 5936761.336699,570117.017917 5936736.666486);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616232;10;18.9;2025-03-17;2025-03-23;1.3;LINESTRING (566818.017151 5940821.441119,566802.487040 5940857.383663);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616233;11;16.6;2025-03-17;2025-03-23;1.4;LINESTRING (567349.934832 5935606.323452,567356.507460 5935544.996335,567356.479188 5935514.507982,567356.390126 5935506.829087);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616234;10;21.7;2025-03-17;2025-03-23;1.3;LINESTRING (572065.925690 5933217.692210,571992.778352 5933259.638173,571927.163736 5933294.467354,571925.158955 5933295.549522);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616235;11;17.0;2025-03-17;2025-03-23;1.4;LINESTRING (570589.491150 5937841.525918,570572.122383 5937878.319371,570570.139385 5937882.518012);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616236;12;22.6;2025-03-17;2025-03-23;1.5;LINESTRING (570073.466000 5938796.771202,570114.306308 5938779.241501,570161.667488 5938772.825175,570196.503479 5938767.335405);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616237;12;23.5;2025-03-17;2025-03-23;1.5;LINESTRING (570196.503479 5938767.335405,570211.432979 5938764.998617,570289.064185 5938748.575200,570320.965407 5938740.149487);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616238;9;21.7;2025-03-17;2025-03-23;1.2;LINESTRING (570172.495466 5936235.212154,570191.917584 5936243.067700);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616239;9;18.3;2025-03-17;2025-03-23;1.2;LINESTRING (570253.669266 5936023.781004,570270.462873 5936043.615018);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616240;11;16.9;2025-03-17;2025-03-23;1.4;LINESTRING (570253.669266 5936023.781004,570232.384024 5935998.650393);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616241;9;22.0;2025-03-17;2025-03-23;1.2;LINESTRING (569235.298841 5935679.468264,569238.727632 5935662.494154,569239.374310 5935659.054250,569242.943750 5935641.525854);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616242;10;19.0;2025-03-17;2025-03-23;1.3;LINESTRING (568368.992419 5935803.136125,568454.256928 5935879.703172);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616243;10;24.0;2025-03-17;2025-03-23;1.3;LINESTRING (568454.256928 5935879.703172,568539.588115 5935956.050260);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616244;10;19.8;2025-03-17;2025-03-23;1.3;LINESTRING (567384.978542 5946704.203859,567394.612729 5946742.063191,567401.073409 5946766.190584);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616245;10;20.4;2025-03-17;2025-03-23;1.3;LINESTRING (567461.250780 5947232.838562,567472.911449 5947189.276115,567472.023194 5947172.906376,567465.932639 5947136.878062);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616246;12;15.8;2025-03-17;2025-03-23;1.5;LINESTRING (567508.027863 5937490.607037,567512.709631 5937478.100551,567516.148794 5937469.136920,567521.632995 5937456.085585);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616247;40;21.9;2025-03-17;2025-03-23;3.5;LINESTRING (566092.548919 5935421.742216,566097.012743 5935438.828962,566101.412676 5935451.018972,566108.719637 5935468.479387,566112.656729 5935475.878344,566118.931283 5935486.648151,566126.664414 5935497.327147,566134.269730 5935507.670558,566143.322691 5935518.701899);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616248;31;21.8;2025-03-17;2025-03-23;3.0;LINESTRING (566029.165767 5934838.805582,566011.367282 5934851.352432,565998.034180 5934866.743546);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616249;31;23.7;2025-03-17;2025-03-23;3.0;LINESTRING (565957.197893 5934920.694236,565957.496157 5934913.577186,565957.692407 5934909.017898,565957.882436 5934904.903600,565958.272733 5934900.680833,565959.188266 5934896.799217,565960.780179 5934891.925638,565962.284079 5934888.608595,565964.587503 5934884.968926,565967.138769 5934882.556683,565970.481782 5934880.378052,565982.690474 5934874.317737,565998.034180 5934866.743546);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616250;26;18.1;2025-03-17;2025-03-23;2.6;LINESTRING (566036.246852 5934820.434033,566032.551607 5934828.838757,566029.165767 5934838.805582);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616251;20;15.7;2025-03-17;2025-03-23;2.2;LINESTRING (567564.803151 5935704.755217,567555.686007 5935693.831415,567552.753609 5935690.451310);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616252;11;17.8;2025-03-17;2025-03-23;1.4;LINESTRING (567785.221982 5935734.400535,567798.060558 5935726.017287);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616253;10;23.3;2025-03-17;2025-03-23;1.3;LINESTRING (567897.366309 5935715.985146,567906.256172 5935724.235869);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616254;15;20.7;2025-03-17;2025-03-23;1.8;LINESTRING (567934.868002 5935756.693768,567928.252897 5935751.480049,567921.392100 5935744.927558,567906.256172 5935724.235869);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616255;14;20.5;2025-03-17;2025-03-23;1.7;LINESTRING (567979.816747 5935795.395914,567966.922179 5935780.077301);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616256;13;21.4;2025-03-17;2025-03-23;1.6;LINESTRING (568036.020181 5935839.045491,568019.303830 5935836.133863,568003.380552 5935833.345001);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616257;34;21.4;2025-03-17;2025-03-23;3.2;LINESTRING (565537.295046 5934482.562412,565544.580503 5934477.990332,565550.732103 5934473.958854,565554.948735 5934470.901916,565558.099288 5934468.275243,565562.858248 5934464.335698,565619.139526 5934409.817552);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616258;17;22.4;2025-03-17;2025-03-23;1.9;LINESTRING (566206.301761 5934014.002510,566220.829962 5934017.544447,566248.895677 5934024.392008);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616259;12;19.2;2025-03-17;2025-03-23;1.5;LINESTRING (566550.008908 5934399.267076,566532.220431 5934396.790810,566520.963146 5934391.624960,566517.081359 5934389.678653);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616260;9;18.0;2025-03-17;2025-03-23;1.2;LINESTRING (565847.481228 5933952.679558,565857.686474 5933957.384001);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616261;10;22.2;2025-03-17;2025-03-23;1.3;LINESTRING (566252.676107 5934576.228582,566228.363104 5934594.914234);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616262;10;16.4;2025-03-17;2025-03-23;1.3;LINESTRING (572834.585174 5937552.440219,572827.772484 5937556.229507,572812.994153 5937557.002635);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616263;10;14.7;2025-03-17;2025-03-23;1.3;LINESTRING (560984.196655 5937972.927340,560977.670700 5937991.201975,560971.185078 5938011.479948);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616264;22;12.9;2025-03-17;2025-03-23;2.3;LINESTRING (565827.321812 5934875.040083,565831.876192 5934881.000896,565838.086508 5934886.984824,565845.091661 5934892.979856);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616265;10;5.9;2025-03-17;2025-03-23;1.3;LINESTRING (565851.693159 5934899.414340,565845.091661 5934892.979856);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616266;20;14.8;2025-03-17;2025-03-23;2.2;LINESTRING (565877.967651 5934863.396231,565870.266930 5934864.512654,565856.259608 5934866.542463);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616267;12;19.1;2025-03-17;2025-03-23;1.5;LINESTRING (565928.384931 5934929.749323,565908.857965 5934923.801731,565883.063253 5934915.986373);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616268;9;18.3;2025-03-17;2025-03-23;1.2;LINESTRING (565781.293837 5934750.333124,565784.455347 5934761.170298);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616269;10;16.3;2025-03-17;2025-03-23;1.3;LINESTRING (563863.173036 5933559.780718,564004.108853 5933575.709760);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616270;12;21.4;2025-03-17;2025-03-23;1.5;LINESTRING (571469.811022 5935458.434082,571465.165753 5935467.710547,571459.428794 5935479.084644);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616271;10;19.4;2025-03-17;2025-03-23;1.3;LINESTRING (567242.846541 5945936.173258,567244.588630 5945943.764654,567248.979044 5945997.237869,567254.734821 5946070.759535,567255.638477 5946076.892408);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616272;10;20.0;2025-03-17;2025-03-23;1.3;LINESTRING (567255.638477 5946076.892408,567257.200564 5946087.819387,567260.004649 5946104.327726,567262.537220 5946116.715128,567265.588864 5946129.777591,567268.716123 5946142.173509,567290.494271 5946213.699170);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616273;10;18.9;2025-03-17;2025-03-23;1.3;LINESTRING (567242.329838 5945833.684679,567239.068990 5945876.811427,567240.848073 5945928.021837,567242.846541 5945936.173258);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616274;11;16.3;2025-03-17;2025-03-23;1.4;LINESTRING (567295.247696 5946370.994209,567286.120527 5946339.151071);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616275;9;22.9;2025-03-17;2025-03-23;1.2;LINESTRING (564613.484612 5934976.091028,564614.261466 5934948.395838);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616276;13;19.7;2025-03-17;2025-03-23;1.6;LINESTRING (567737.409297 5938820.799350,567780.744696 5938928.242494);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616277;17;19.2;2025-03-17;2025-03-23;1.9;LINESTRING (567820.166300 5938944.165205,567804.003697 5938931.136421,567780.744696 5938928.242494);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616278;17;22.3;2025-03-17;2025-03-23;1.9;LINESTRING (566116.512795 5937033.592436,566128.412364 5937030.309996);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616279;10;21.7;2025-03-17;2025-03-23;1.3;LINESTRING (560951.620604 5938147.195338,560955.854022 5938116.762891);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616280;9;25.6;2025-03-17;2025-03-23;1.2;LINESTRING (560761.729356 5938503.134357,560762.077697 5938506.921932,560763.074989 5938511.719281,560764.557104 5938514.853876,560767.347162 5938519.229279,560770.871003 5938523.169079,560850.789326 5938593.520019,560853.583567 5938597.561729);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616281;9;21.3;2025-03-17;2025-03-23;1.2;LINESTRING (573305.875319 5938406.538481,573315.498649 5938422.043968);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616282;11;23.2;2025-03-17;2025-03-23;1.4;LINESTRING (573371.871573 5938513.498224,573351.386709 5938477.015333);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616283;10;21.7;2025-03-17;2025-03-23;1.3;LINESTRING (573341.939669 5938462.959067,573351.386709 5938477.015333);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616284;15;14.7;2025-03-17;2025-03-23;1.8;LINESTRING (568214.919749 5939449.248830,568212.337350 5939449.322702,568204.940481 5939452.776261,568190.898848 5939458.025236,568175.281956 5939462.361284);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616285;13;20.6;2025-03-17;2025-03-23;1.6;LINESTRING (568175.281956 5939462.361284,568136.187344 5939415.061780,568130.503776 5939400.736884);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616286;17;20.5;2025-03-17;2025-03-23;1.9;LINESTRING (567820.166300 5938944.165205,567845.264841 5938957.211458,567870.909852 5938964.479641,567889.866877 5938967.312021);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616287;13;20.9;2025-03-17;2025-03-23;1.6;LINESTRING (567905.660033 5938969.208704,567901.161344 5938969.032590,567895.594143 5938969.508705,567889.866877 5938967.312021);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616288;9;19.1;2025-03-17;2025-03-23;1.2;LINESTRING (567924.298868 5939439.374125,567911.598240 5939438.857179,567892.842086 5939440.589668,567876.908991 5939443.920705);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616289;9;18.8;2025-03-17;2025-03-23;1.2;LINESTRING (567876.908991 5939443.920705,567856.238426 5939459.089523,567838.009529 5939470.176574,567817.643441 5939478.006068,567800.445226 5939481.875497);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616290;9;24.3;2025-03-17;2025-03-23;1.2;LINESTRING (566504.982837 5938702.541438,566551.263357 5938711.317666);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616291;9;20.7;2025-03-17;2025-03-23;1.2;LINESTRING (563129.410271 5933993.754158,563087.101591 5933981.393959,563054.699889 5933976.398902,563031.483158 5933973.307032);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616292;12;22.5;2025-03-17;2025-03-23;1.5;LINESTRING (569111.932727 5931785.194339,569108.620737 5931780.472520,569096.463691 5931764.049175,569087.637680 5931755.574776,569076.924813 5931749.186925,569064.805343 5931743.779958,569052.045382 5931741.367949,569039.838036 5931741.968347);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616293;11;27.1;2025-03-17;2025-03-23;1.4;LINESTRING (568997.027194 5931768.047449,569019.386906 5931748.679403,569030.981822 5931744.620626,569039.838036 5931741.968347);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616294;17;18.6;2025-03-17;2025-03-23;1.9;LINESTRING (571765.513122 5936238.826046,571755.163141 5936253.022667,571733.505832 5936283.404310,571721.456576 5936300.468230);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616295;9;20.9;2025-03-17;2025-03-23;1.2;LINESTRING (571933.902893 5936276.554049,571864.063740 5936269.702940);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616296;12;18.1;2025-03-17;2025-03-23;1.5;LINESTRING (572017.352292 5936294.296218,571981.500787 5936282.510246,571966.326455 5936278.606627);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616297;17;12.3;2025-03-17;2025-03-23;1.9;LINESTRING (568296.083060 5932212.394601,568316.183074 5932197.663970);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616298;19;18.2;2025-03-17;2025-03-23;2.1;LINESTRING (568223.410355 5932264.197074,568276.320983 5932226.685122,568296.083060 5932212.394601);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616299;10;18.2;2025-03-17;2025-03-23;1.3;LINESTRING (570849.160843 5931537.991959,570844.123411 5931551.157641,570832.797555 5931576.913901,570827.793576 5931587.854680,570804.208546 5931630.896706);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616300;9;18.5;2025-03-17;2025-03-23;1.2;LINESTRING (570804.208546 5931630.896706,570782.427759 5931664.174036);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616301;13;19.2;2025-03-17;2025-03-23;1.6;LINESTRING (561220.913369 5933950.247912,561271.292681 5933948.676476);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616302;15;23.4;2025-03-17;2025-03-23;1.8;LINESTRING (564224.568987 5936748.959505,564198.794776 5936730.471685);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616303;18;22.5;2025-03-17;2025-03-23;2.0;LINESTRING (564076.019550 5936642.457080,564137.869708 5936686.581531,564198.794776 5936730.471685);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616304;11;19.8;2025-03-17;2025-03-23;1.4;LINESTRING (563419.655515 5936125.977173,563423.180914 5936134.703495,563435.679265 5936165.692862);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616305;13;19.9;2025-03-17;2025-03-23;1.6;LINESTRING (571400.722145 5934530.158463,571381.368941 5934530.533239);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616306;12;23.6;2025-03-17;2025-03-23;1.5;LINESTRING (571083.747884 5934547.292495,571119.377518 5934544.046226);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616307;14;19.0;2025-03-17;2025-03-23;1.7;LINESTRING (571204.669712 5934534.094295,571184.552631 5934536.795056,571119.377518 5934544.046226);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616308;10;21.5;2025-03-17;2025-03-23;1.3;LINESTRING (570979.669977 5934555.183583,571039.231668 5934551.072843);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616309;11;19.3;2025-03-17;2025-03-23;1.4;LINESTRING (570674.829925 5934594.114248,570659.942018 5934592.778526);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616310;28;19.4;2025-03-17;2025-03-23;2.8;LINESTRING (561382.645502 5934445.260485,561384.611099 5934446.955059,561400.536003 5934460.403027,561439.586794 5934493.957642);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616311;11;26.1;2025-03-17;2025-03-23;1.4;LINESTRING (570343.674236 5930310.018840,570338.650296 5930322.295070,570327.281478 5930350.944890);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616312;11;25.5;2025-03-17;2025-03-23;1.4;LINESTRING (569217.688210 5931485.757510,569219.868063 5931481.783734,569227.167200 5931472.321492,569230.806995 5931468.257852,569236.860829 5931462.338014,569243.970368 5931456.767473,569256.166639 5931447.933430,569281.351496 5931430.499600,569311.212550 5931410.686583,569329.106499 5931402.158888);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616313;20;19.8;2025-03-17;2025-03-23;2.2;LINESTRING (568336.366148 5938687.801272,568351.229968 5938594.104201);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616314;13;18.1;2025-03-17;2025-03-23;1.6;LINESTRING (560467.332663 5933970.016596,560460.655647 5933968.818376,560455.295080 5933968.304628,560448.070955 5933968.434611,560403.752402 5933967.644547);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616315;17;18.8;2025-03-17;2025-03-23;1.9;LINESTRING (562253.205558 5934999.873737,562262.261577 5935026.474869,562267.401819 5935038.559584);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616316;12;19.9;2025-03-17;2025-03-23;1.5;LINESTRING (561983.015478 5934498.172958,561892.766075 5934483.858622);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616317;11;18.3;2025-03-17;2025-03-23;1.4;LINESTRING (560842.514565 5934226.078879,560839.390797 5934252.520013);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616318;9;20.8;2025-03-17;2025-03-23;1.2;LINESTRING (561672.585225 5933826.169981,561723.937467 5933841.528616);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616319;13;18.7;2025-03-17;2025-03-23;1.6;LINESTRING (560826.543644 5934339.364738,560826.136483 5934319.554060,560827.321187 5934309.889151,560830.216806 5934301.136433);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616320;20;22.5;2025-03-17;2025-03-23;2.2;LINESTRING (566772.278457 5943717.615435,566762.253170 5943743.733089,566753.844703 5943767.759559,566746.633051 5943782.011177);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616321;13;21.4;2025-03-17;2025-03-23;1.6;LINESTRING (566803.273851 5943825.988463,566765.399036 5943796.965294,566753.574717 5943786.783073,566746.633051 5943782.011177);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616322;14;21.2;2025-03-17;2025-03-23;1.7;LINESTRING (564577.563613 5934580.262697,564566.300141 5934565.754922,564556.180989 5934549.927614);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616323;11;22.6;2025-03-17;2025-03-23;1.4;LINESTRING (564684.196098 5934602.308163,564686.526762 5934601.449973,564708.779686 5934592.408601,564723.063814 5934584.704490);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616324;15;23.8;2025-03-17;2025-03-23;1.8;LINESTRING (572607.076593 5933743.624849,572637.750537 5933718.392967);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616325;9;18.7;2025-03-17;2025-03-23;1.2;LINESTRING (565218.094745 5934792.473039,565203.330984 5934786.928057,565188.511711 5934780.603475,565185.481613 5934779.337649);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616326;15;20.1;2025-03-17;2025-03-23;1.8;LINESTRING (564957.725017 5933276.297919,564949.975612 5933275.968734,564940.241455 5933275.389717,564883.446604 5933270.491680,564842.474163 5933266.813092,564835.257879 5933266.268884);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616327;14;22.6;2025-03-17;2025-03-23;1.7;LINESTRING (574681.034357 5931618.733171,574683.781322 5931608.539479,574696.135532 5931602.948668);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616328;9;17.6;2025-03-17;2025-03-23;1.2;LINESTRING (568969.293612 5934164.626756,568981.799264 5934138.661001);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616329;13;21.6;2025-03-17;2025-03-23;1.6;LINESTRING (568438.094205 5933134.653455,568466.656975 5933075.426948);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616330;13;21.0;2025-03-17;2025-03-23;1.6;LINESTRING (568484.860937 5933035.856363,568482.456148 5933041.718784,568473.491520 5933061.172255,568471.098053 5933066.255956,568466.656975 5933075.426948);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616331;13;22.8;2025-03-17;2025-03-23;1.6;LINESTRING (568410.147834 5933192.553818,568438.094205 5933134.653455);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616332;11;19.4;2025-03-17;2025-03-23;1.4;LINESTRING (568423.479019 5933127.876631,568452.831966 5933068.995309);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616333;9;19.4;2025-03-17;2025-03-23;1.2;LINESTRING (568415.757501 5933143.898856,568423.479019 5933127.876631);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616334;11;18.5;2025-03-17;2025-03-23;1.4;LINESTRING (566102.624512 5933307.326572,566095.016529 5933330.030138);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616335;9;21.5;2025-03-17;2025-03-23;1.2;LINESTRING (568273.502475 5933475.537683,568260.045789 5933503.271803,568252.803680 5933518.299781);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616336;14;20.2;2025-03-17;2025-03-23;1.7;LINESTRING (567818.614387 5931722.157365,567792.064625 5931705.864609);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616337;23;23.6;2025-03-17;2025-03-23;2.4;LINESTRING (567506.143545 5931060.078878,567476.771300 5931046.084330);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616338;9;21.2;2025-03-17;2025-03-23;1.2;LINESTRING (567289.090956 5930848.463449,567288.934330 5930854.803552);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616339;13;14.8;2025-03-17;2025-03-23;1.6;LINESTRING (555012.530282 5937447.030989,555056.639921 5937417.504643,555064.033752 5937413.696762);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616340;20;20.8;2025-03-17;2025-03-23;2.2;LINESTRING (566020.938537 5928499.722489,565926.866276 5928571.178807);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616341;18;20.6;2025-03-17;2025-03-23;2.0;LINESTRING (565903.406564 5928593.216532,565926.866276 5928571.178807);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616342;9;18.2;2025-03-17;2025-03-23;1.2;LINESTRING (565522.779690 5928950.213048,565613.547183 5928862.569228);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616343;14;20.6;2025-03-17;2025-03-23;1.7;LINESTRING (567346.065864 5930972.895370,567300.834936 5930922.402139,567294.553157 5930916.526648);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7616344;9;26.7;2025-03-17;2025-03-23;1.2;LINESTRING (566468.276971 5933338.610166,566474.219490 5933302.531419);EPSG:25832
