_fid;anzahl;geschwindigkeit;von;bis;strichbreite;geom;coordinate_reference_system
DE.HH.UP_LETZTE_WOCHE_7616967;17;20.9;2025-03-17;2025-03-23;1.9;LINESTRING (10.032876 53.582124,10.033052 53.582521);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616968;31;21.9;2025-03-17;2025-03-23;3.0;LINESTRING (10.032640 53.581710,10.032876 53.582124);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616969;17;21.1;2025-03-17;2025-03-23;1.9;LINESTRING (10.021585 53.553318,10.021888 53.553363);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616970;15;21.2;2025-03-17;2025-03-23;1.8;LINESTRING (10.022186 53.553405,10.021888 53.553363);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616971;9;22.4;2025-03-17;2025-03-23;1.2;LINESTRING (9.965888 53.562195,9.965886 53.562122,9.965880 53.562085);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616972;13;20.0;2025-03-17;2025-03-23;1.6;LINESTRING (9.983304 53.465051,9.983277 53.465013,9.983000 53.464776);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616973;13;20.1;2025-03-17;2025-03-23;1.6;LINESTRING (9.975137 53.556464,9.975007 53.556484,9.974859 53.556514,9.974751 53.556542);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616974;9;24.6;2025-03-17;2025-03-23;1.2;LINESTRING (9.975469 53.560411,9.975468 53.560297,9.975469 53.559683);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616975;9;23.0;2025-03-17;2025-03-23;1.2;LINESTRING (9.978242 53.555821,9.978013 53.555883);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616976;13;19.8;2025-03-17;2025-03-23;1.6;LINESTRING (9.976166 53.556427,9.976515 53.556375);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616977;10;14.9;2025-03-17;2025-03-23;1.3;LINESTRING (9.975902 53.556446,9.976166 53.556427);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616978;15;19.8;2025-03-17;2025-03-23;1.8;LINESTRING (9.962620 53.578378,9.962885 53.578626);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616979;19;22.4;2025-03-17;2025-03-23;2.1;LINESTRING (9.998153 53.505523,9.998224 53.505373,9.998168 53.504886);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616980;14;17.7;2025-03-17;2025-03-23;1.7;LINESTRING (10.012114 53.558066,10.011835 53.557856);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616981;9;18.1;2025-03-17;2025-03-23;1.2;LINESTRING (10.020066 53.590463,10.019962 53.590446,10.019826 53.590321,10.019744 53.590185);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616982;12;18.4;2025-03-17;2025-03-23;1.5;LINESTRING (10.016187 53.588447,10.016440 53.588182);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616983;10;20.8;2025-03-17;2025-03-23;1.3;LINESTRING (10.024398 53.584798,10.024251 53.584766);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616984;11;21.9;2025-03-17;2025-03-23;1.4;LINESTRING (9.994601 53.558753,9.994477 53.558776);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616985;10;24.3;2025-03-17;2025-03-23;1.3;LINESTRING (9.994714 53.558721,9.994601 53.558753);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616986;36;21.0;2025-03-17;2025-03-23;3.3;LINESTRING (10.003926 53.588116,10.003087 53.587434,10.002966 53.587329,10.002912 53.587281,10.002867 53.587242);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616987;21;21.1;2025-03-17;2025-03-23;2.3;LINESTRING (10.021585 53.553318,10.020929 53.553218);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616988;10;21.5;2025-03-17;2025-03-23;1.3;LINESTRING (9.900290 53.553459,9.900213 53.553469,9.899892 53.553498,9.899524 53.553518,9.899235 53.553514);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616989;13;20.6;2025-03-17;2025-03-23;1.6;LINESTRING (9.902370 53.553135,9.901964 53.553225);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616990;21;23.5;2025-03-17;2025-03-23;2.3;LINESTRING (9.990530 53.554469,9.990616 53.554417,9.990713 53.554358);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616991;21;19.7;2025-03-17;2025-03-23;2.3;LINESTRING (9.994300 53.471207,9.994212 53.471046);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616992;9;21.3;2025-03-17;2025-03-23;1.2;LINESTRING (9.959985 53.546151,9.959230 53.546065,9.957932 53.545902);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616993;9;22.3;2025-03-17;2025-03-23;1.2;LINESTRING (9.955710 53.545622,9.956318 53.545703,9.957424 53.545844);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616994;11;13.6;2025-03-17;2025-03-23;1.4;LINESTRING (10.018387 53.552643,10.018925 53.552788,10.018994 53.552825,10.019042 53.552864,10.019087 53.552913);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616995;10;23.0;2025-03-17;2025-03-23;1.3;LINESTRING (10.078105 53.599908,10.078503 53.600100);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616996;10;21.3;2025-03-17;2025-03-23;1.3;LINESTRING (9.986421 53.602280,9.985435 53.602583);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616997;15;15.3;2025-03-17;2025-03-23;1.8;LINESTRING (9.956277 53.581953,9.956376 53.582399);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616998;11;15.3;2025-03-17;2025-03-23;1.4;LINESTRING (9.956277 53.581953,9.956249 53.581831);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7616999;10;20.6;2025-03-17;2025-03-23;1.3;LINESTRING (9.920976 53.587778,9.921012 53.587623,9.921057 53.587468);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617000;9;19.2;2025-03-17;2025-03-23;1.2;LINESTRING (10.005209 53.616670,10.005746 53.617010);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617001;12;22.0;2025-03-17;2025-03-23;1.5;LINESTRING (9.991449 53.543216,9.992901 53.543314);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617002;11;24.4;2025-03-17;2025-03-23;1.4;LINESTRING (9.988641 53.543029,9.989306 53.543074,9.989845 53.543108,9.989893 53.543111);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617003;24;23.6;2025-03-17;2025-03-23;2.5;LINESTRING (9.968718 53.536166,9.968746 53.535994,9.968775 53.535808,9.968837 53.535425);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617004;24;22.9;2025-03-17;2025-03-23;2.5;LINESTRING (9.969103 53.533709,9.968967 53.534569,9.968837 53.535425);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617005;24;23.6;2025-03-17;2025-03-23;2.5;LINESTRING (9.968718 53.536166,9.968701 53.536279,9.968682 53.536353,9.968652 53.536429,9.968629 53.536492,9.968556 53.536623,9.968489 53.536716,9.968434 53.536783,9.968370 53.536852,9.968305 53.536914,9.968225 53.536978,9.968131 53.537054);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617006;14;21.5;2025-03-17;2025-03-23;1.7;LINESTRING (9.974904 53.569600,9.975126 53.569709,9.975254 53.569779,9.975373 53.569851);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617007;11;22.1;2025-03-17;2025-03-23;1.4;LINESTRING (10.013638 53.568921,10.013505 53.568968);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617008;30;21.4;2025-03-17;2025-03-23;2.9;LINESTRING (10.012726 53.569251,10.012979 53.569165,10.013505 53.568968);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617009;11;26.2;2025-03-17;2025-03-23;1.4;LINESTRING (10.052962 53.523578,10.053142 53.523477,10.053531 53.523243,10.053848 53.523047);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617010;9;16.9;2025-03-17;2025-03-23;1.2;LINESTRING (10.018339 53.615092,10.018467 53.614999);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617011;10;23.1;2025-03-17;2025-03-23;1.3;LINESTRING (10.061596 53.620791,10.061328 53.620799);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617012;13;18.2;2025-03-17;2025-03-23;1.6;LINESTRING (9.956115 53.585653,9.956143 53.585740,9.956202 53.585939);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617013;14;23.8;2025-03-17;2025-03-23;1.7;LINESTRING (10.027783 53.619413,10.027823 53.619425,10.028039 53.619485,10.028249 53.619525);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617014;10;23.5;2025-03-17;2025-03-23;1.3;LINESTRING (10.025086 53.609361,10.025011 53.609462);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617015;15;21.6;2025-03-17;2025-03-23;1.8;LINESTRING (10.026637 53.607244,10.026639 53.607283,10.026658 53.607393,10.026654 53.607443,10.026148 53.608119,10.025643 53.608807,10.025549 53.608870);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617016;12;22.8;2025-03-17;2025-03-23;1.5;LINESTRING (10.028550 53.567124,10.028874 53.567146);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617017;10;21.9;2025-03-17;2025-03-23;1.3;LINESTRING (10.010582 53.552164,10.010810 53.552174,10.011160 53.552190,10.011374 53.552202,10.012513 53.552257,10.012633 53.552255,10.012767 53.552251,10.012852 53.552253);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617018;14;16.8;2025-03-17;2025-03-23;1.7;LINESTRING (10.020001 53.557430,10.019924 53.557445,10.019840 53.557464,10.019786 53.557484,10.019646 53.557560);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617019;12;24.0;2025-03-17;2025-03-23;1.5;LINESTRING (10.024884 53.562832,10.024933 53.562610);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617020;10;17.3;2025-03-17;2025-03-23;1.3;LINESTRING (10.013100 53.627591,10.013070 53.627522,10.013040 53.627454);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617021;22;19.9;2025-03-17;2025-03-23;2.3;LINESTRING (10.053944 53.590066,10.054118 53.590254);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617022;11;23.8;2025-03-17;2025-03-23;1.4;LINESTRING (9.964752 53.554605,9.964687 53.554832);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617023;10;23.3;2025-03-17;2025-03-23;1.3;LINESTRING (9.960924 53.556563,9.960823 53.556577);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617024;28;22.0;2025-03-17;2025-03-23;2.8;LINESTRING (9.960226 53.556658,9.960823 53.556577);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617025;9;20.6;2025-03-17;2025-03-23;1.2;LINESTRING (9.972504 53.574727,9.972447 53.574764);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617026;13;24.9;2025-03-17;2025-03-23;1.6;LINESTRING (10.097229 53.582887,10.096262 53.582519);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617027;10;19.6;2025-03-17;2025-03-23;1.3;LINESTRING (9.926383 53.591951,9.926048 53.591894,9.925713 53.591844,9.925547 53.591826,9.925380 53.591812);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617028;30;22.0;2025-03-17;2025-03-23;2.9;LINESTRING (10.058128 53.592915,10.057774 53.592691,10.057202 53.592296);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617029;12;16.9;2025-03-17;2025-03-23;1.5;LINESTRING (10.050770 53.586095,10.050858 53.586179,10.050953 53.586279);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617030;18;19.4;2025-03-17;2025-03-23;2.0;LINESTRING (9.931506 53.557039,9.931733 53.557094);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617031;12;19.3;2025-03-17;2025-03-23;1.5;LINESTRING (10.039717 53.591392,10.039914 53.591394,10.040782 53.591402);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617032;11;20.6;2025-03-17;2025-03-23;1.4;LINESTRING (9.925234 53.549537,9.925185 53.549669,9.925163 53.549793);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617033;20;21.5;2025-03-17;2025-03-23;2.2;LINESTRING (10.070136 53.603782,10.070352 53.604284);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617034;13;21.7;2025-03-17;2025-03-23;1.6;LINESTRING (10.069868 53.603021,10.069841 53.602961,10.069820 53.602915,10.069671 53.602718);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617035;12;20.1;2025-03-17;2025-03-23;1.5;LINESTRING (10.040410 53.555638,10.040263 53.555618);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617036;11;27.9;2025-03-17;2025-03-23;1.4;LINESTRING (10.030382 53.536380,10.030640 53.536788);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617037;34;21.1;2025-03-17;2025-03-23;3.2;LINESTRING (10.029310 53.554320,10.028561 53.554176,10.028157 53.554104,10.027728 53.554039);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617038;11;23.2;2025-03-17;2025-03-23;1.4;LINESTRING (10.114247 53.594926,10.114480 53.595056,10.114656 53.595154,10.114704 53.595181);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617039;11;18.9;2025-03-17;2025-03-23;1.4;LINESTRING (10.009782 53.583876,10.009819 53.583944,10.010000 53.584273);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617040;14;16.8;2025-03-17;2025-03-23;1.7;LINESTRING (10.009675 53.584750,10.009966 53.584545);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617041;30;22.1;2025-03-17;2025-03-23;2.9;LINESTRING (10.005830 53.590196,10.005588 53.589786);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617042;26;20.2;2025-03-17;2025-03-23;2.6;LINESTRING (10.004935 53.588970,10.004764 53.588817);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617043;12;19.8;2025-03-17;2025-03-23;1.5;LINESTRING (10.009723 53.627132,10.009620 53.627262);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617044;24;19.5;2025-03-17;2025-03-23;2.5;LINESTRING (10.010424 53.635843,10.010425 53.635897,10.010421 53.636094,10.010390 53.636260,10.010322 53.636559,10.010310 53.636726,10.010328 53.636931);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617045;24;20.6;2025-03-17;2025-03-23;2.5;LINESTRING (10.010328 53.636931,10.010330 53.636957,10.010340 53.637110,10.010331 53.637298,10.010304 53.637436,10.010264 53.637559,10.010208 53.637649,10.009994 53.637888,10.009927 53.637974);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617046;13;23.0;2025-03-17;2025-03-23;1.6;LINESTRING (9.907912 53.551411,9.908413 53.551368);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617047;13;22.3;2025-03-17;2025-03-23;1.6;LINESTRING (9.906922 53.551684,9.907356 53.551524,9.907616 53.551459,9.907912 53.551411);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617048;12;21.7;2025-03-17;2025-03-23;1.5;LINESTRING (9.908413 53.551368,9.908742 53.551341);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617049;13;22.2;2025-03-17;2025-03-23;1.6;LINESTRING (9.902681 53.553055,9.902370 53.553135);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617050;13;21.2;2025-03-17;2025-03-23;1.6;LINESTRING (9.976651 53.589257,9.978072 53.589860);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617051;30;22.1;2025-03-17;2025-03-23;2.9;LINESTRING (10.052688 53.574533,10.052836 53.574590);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617052;26;21.7;2025-03-17;2025-03-23;2.6;LINESTRING (10.009915 53.516818,10.011040 53.517023);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617053;25;23.7;2025-03-17;2025-03-23;2.5;LINESTRING (10.013684 53.518094,10.014053 53.518349);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617054;9;23.9;2025-03-17;2025-03-23;1.2;LINESTRING (10.009752 53.516844,10.009790 53.516836,10.009835 53.516825,10.009865 53.516818,10.009915 53.516818);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617055;9;22.6;2025-03-17;2025-03-23;1.2;LINESTRING (10.026606 53.550410,10.026532 53.550564,10.026063 53.551220);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617056;13;10.5;2025-03-17;2025-03-23;1.6;LINESTRING (9.992997 53.592729,9.992836 53.592642,9.992779 53.592619);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617057;17;21.1;2025-03-17;2025-03-23;1.9;LINESTRING (9.990607 53.593103,9.990690 53.593091,9.990746 53.593082,9.990824 53.593068,9.990889 53.593052,9.990969 53.593031,9.991067 53.593002);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617058;16;20.5;2025-03-17;2025-03-23;1.9;LINESTRING (9.991768 53.592759,9.991067 53.593002);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617059;10;9.4;2025-03-17;2025-03-23;1.3;LINESTRING (9.992779 53.592619,9.992713 53.592600,9.992644 53.592587);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617060;13;16.3;2025-03-17;2025-03-23;1.6;LINESTRING (9.992351 53.592586,9.992420 53.592579,9.992500 53.592574,9.992575 53.592578,9.992644 53.592587);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617061;31;21.6;2025-03-17;2025-03-23;3.0;LINESTRING (10.036058 53.597271,10.036594 53.597400,10.036705 53.597429);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617062;12;18.5;2025-03-17;2025-03-23;1.5;LINESTRING (9.976651 53.589257,9.976604 53.589237,9.976240 53.589083);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617063;15;21.5;2025-03-17;2025-03-23;1.8;LINESTRING (10.012898 53.642823,10.012849 53.642569);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617064;10;15.3;2025-03-17;2025-03-23;1.3;LINESTRING (9.996802 53.621931,9.997122 53.621931);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617065;9;20.5;2025-03-17;2025-03-23;1.2;LINESTRING (9.941539 53.564279,9.941539 53.564190);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617066;14;24.9;2025-03-17;2025-03-23;1.7;LINESTRING (9.993673 53.621874,9.994219 53.621882);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617067;10;24.8;2025-03-17;2025-03-23;1.3;LINESTRING (9.995610 53.621910,9.995813 53.621913);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617068;11;20.2;2025-03-17;2025-03-23;1.4;LINESTRING (9.844115 53.584757,9.843748 53.584635,9.843246 53.584456,9.842928 53.584368,9.842405 53.584324,9.842255 53.584315);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617069;12;18.1;2025-03-17;2025-03-23;1.5;LINESTRING (9.842255 53.584315,9.841535 53.584272,9.840232 53.584187);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617070;14;14.8;2025-03-17;2025-03-23;1.7;LINESTRING (10.015598 53.591910,10.015535 53.591913,10.015486 53.591916,10.015440 53.591919,10.015362 53.591923);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617071;14;22.5;2025-03-17;2025-03-23;1.7;LINESTRING (9.948527 53.559993,9.948637 53.559835);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617072;13;16.0;2025-03-17;2025-03-23;1.6;LINESTRING (10.019010 53.615102,10.018780 53.615003,10.018706 53.614971);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617073;11;20.8;2025-03-17;2025-03-23;1.4;LINESTRING (10.017409 53.614398,10.017763 53.614551,10.018219 53.614751,10.018280 53.614779);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617074;9;22.3;2025-03-17;2025-03-23;1.2;LINESTRING (9.910789 53.559587,9.911080 53.559471,9.911632 53.559249);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617075;10;20.4;2025-03-17;2025-03-23;1.3;LINESTRING (10.014993 53.521722,10.015000 53.521631);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617076;10;18.7;2025-03-17;2025-03-23;1.3;LINESTRING (10.057640 53.566205,10.057396 53.566054);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617077;11;17.4;2025-03-17;2025-03-23;1.4;LINESTRING (10.057318 53.565516,10.057268 53.565825);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617078;11;19.0;2025-03-17;2025-03-23;1.4;LINESTRING (10.054995 53.569110,10.055917 53.569348);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617079;11;14.5;2025-03-17;2025-03-23;1.4;LINESTRING (10.026905 53.569873,10.027157 53.569959,10.027220 53.569980,10.027284 53.570006);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617080;11;18.8;2025-03-17;2025-03-23;1.4;LINESTRING (9.943006 53.555255,9.942744 53.555234);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617081;11;17.5;2025-03-17;2025-03-23;1.4;LINESTRING (10.035023 53.574454,10.035477 53.574755);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617082;9;26.0;2025-03-17;2025-03-23;1.2;LINESTRING (10.029778 53.571897,10.031378 53.572822);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617083;9;24.6;2025-03-17;2025-03-23;1.2;LINESTRING (10.031378 53.572822,10.032978 53.573747);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617084;19;18.0;2025-03-17;2025-03-23;2.1;LINESTRING (10.033073 53.573309,10.033273 53.573466,10.033306 53.573489);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617085;9;20.1;2025-03-17;2025-03-23;1.2;LINESTRING (10.034680 53.574721,10.034399 53.574560,10.033455 53.574019,10.033299 53.573929);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617086;16;22.4;2025-03-17;2025-03-23;1.9;LINESTRING (9.940260 53.555532,9.941500 53.555444,9.941978 53.555411);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617087;10;8.8;2025-03-17;2025-03-23;1.3;LINESTRING (9.942728 53.555276,9.942673 53.555357,9.942636 53.555399,9.942599 53.555429,9.942529 53.555483,9.942486 53.555512);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617088;23;22.4;2025-03-17;2025-03-23;2.4;LINESTRING (9.939353 53.553867,9.940551 53.554493);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617089;22;22.7;2025-03-17;2025-03-23;2.3;LINESTRING (9.940551 53.554493,9.940736 53.554590,9.941748 53.555119);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617090;10;17.8;2025-03-17;2025-03-23;1.3;LINESTRING (9.941068 53.555350,9.941590 53.555309,9.941767 53.555292,9.941863 53.555284);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617091;20;20.1;2025-03-17;2025-03-23;2.2;LINESTRING (9.941531 53.563280,9.941501 53.563003);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617092;17;12.1;2025-03-17;2025-03-23;1.9;LINESTRING (10.033372 53.604937,10.033693 53.604970);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617093;15;22.0;2025-03-17;2025-03-23;1.8;LINESTRING (10.070971 53.605748,10.071103 53.606069,10.071404 53.606802);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617094;13;17.1;2025-03-17;2025-03-23;1.6;LINESTRING (9.977512 53.527381,9.977501 53.527345,9.977506 53.527311,9.977516 53.527268,9.977528 53.527216,9.977545 53.527159,9.977596 53.527056,9.977672 53.526904,9.977745 53.526792,9.977792 53.526733,9.977828 53.526690,9.977896 53.526629,9.977958 53.526576,9.978028 53.526530,9.978099 53.526486,9.978166 53.526448,9.978247 53.526410);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617245;14;18.6;2025-03-17;2025-03-23;1.7;LINESTRING (9.950640 53.559094,9.950091 53.558961,9.949632 53.558830,9.949558 53.558806);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617246;18;22.9;2025-03-17;2025-03-23;2.0;LINESTRING (9.948034 53.560570,9.948229 53.560380,9.948348 53.560241);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617095;13;21.8;2025-03-17;2025-03-23;1.6;LINESTRING (9.978247 53.526410,9.978255 53.526406,9.978367 53.526362,9.978473 53.526325,9.978578 53.526294,9.978687 53.526269,9.978789 53.526249,9.978896 53.526234,9.979010 53.526220,9.979153 53.526211,9.979266 53.526211,9.979366 53.526214,9.979549 53.526222,9.979692 53.526232,9.979864 53.526245,9.980018 53.526256);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617096;13;23.7;2025-03-17;2025-03-23;1.6;LINESTRING (9.981806 53.525687,9.981710 53.525765,9.981610 53.525826,9.981425 53.525935,9.981233 53.526020,9.981024 53.526101,9.980843 53.526162,9.980612 53.526224,9.980446 53.526248,9.980312 53.526261,9.980018 53.526256);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617097;10;19.9;2025-03-17;2025-03-23;1.3;LINESTRING (9.972450 53.528235,9.972569 53.528154,9.972792 53.528058,9.972924 53.528015);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617098;12;17.3;2025-03-17;2025-03-23;1.5;LINESTRING (9.976415 53.564417,9.976442 53.564415,9.976592 53.564343,9.976678 53.564306,9.976704 53.564295,9.976743 53.564278,9.976768 53.564259);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617099;13;20.9;2025-03-17;2025-03-23;1.6;LINESTRING (9.976407 53.564282,9.976294 53.564286,9.976159 53.564285,9.975360 53.564262);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617100;9;21.4;2025-03-17;2025-03-23;1.2;LINESTRING (9.975188 53.564255,9.975360 53.564262);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617101;15;23.6;2025-03-17;2025-03-23;1.8;LINESTRING (9.973925 53.564209,9.975188 53.564255);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617102;12;11.0;2025-03-17;2025-03-23;1.5;LINESTRING (9.977117 53.564042,9.977110 53.564109,9.977136 53.564163);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617103;11;12.7;2025-03-17;2025-03-23;1.4;LINESTRING (9.976963 53.564193,9.976986 53.564187,9.977025 53.564178,9.977075 53.564170,9.977136 53.564163);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617104;16;20.9;2025-03-17;2025-03-23;1.9;LINESTRING (10.067394 53.599750,10.067163 53.599509);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617105;16;21.1;2025-03-17;2025-03-23;1.9;LINESTRING (10.067836 53.600164,10.068114 53.600476);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617106;14;22.2;2025-03-17;2025-03-23;1.7;LINESTRING (10.067583 53.599927,10.067836 53.600164);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7617107;12;21.0;2025-03-17;2025-03-23;1.5;LINESTRING (10.000853 53.593102,10.000952 53.593050,10.001169 53.592980);EPSG:4326
